ekatte,region,municipality,settlement,permanent_2012,current_2012
07168,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. БУЧИНО,65,59
07377,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. БЪЛГАРЧЕВО,254,304
14204,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. ГАБРОВО,20,22
17004,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. ГОРНО ХЪРСОВО,78,140
20328,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. ДЕБОЧИЦА,19,22
20540,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. ДЕЛВИНО,32,56
23652,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. ДРЕНКОВО,83,59
24367,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. ДЪБРАВА,68,58
27231,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. ЕЛЕНОВО,394,180
30702,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. ЗЕЛЕН ДОЛ,218,216
00134,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. ИЗГРЕВ,672,549
37263,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. КЛИСУРА,26,19
43520,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. ЛЕШКО,745,254
43863,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. ЛИСИЯ,11,10
68792,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. ЛОГОДАЖ,1784,330
47370,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. МАРУЛЕВО,38,52
49179,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. МОЩАНЕЦ,28,50
53031,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. ОБЕЛ,43,37
55107,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. ПАДЕШ,640,639
57159,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. ПОКРОВНИК,1816,889
62699,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. РИЛЦИ,3091,775
66055,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. СЕЛИЩЕ,282,373
78464,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. ЦЕРОВО,724,698
17395,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,ГР. ГОЦЕ ДЕЛЧЕВ,22177,20473
02600,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,С. БАНИЧАН,612,577
05606,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,С. БОРОВО,1206,1040
06306,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,С. БРЕЗНИЦА,3749,3397
07003,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,С. БУКОВО,1065,937
17347,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,С. ГОСПОДИНЦИ,493,487
20585,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,С. ДЕЛЧЕВО,52,44
21680,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,С. ДОБРОТИНО,36,45
38666,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,С. КОРНИЦА,2283,1589
44416,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,С. ЛЪЖНИЦА,1952,1532
49432,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,С. МУСОМИЩА,2256,2269
02381,БЛАГОЕВГРАД,ГЪРМЕН,С. БАЛДЕВО,195,187
16763,БЛАГОЕВГРАД,ГЪРМЕН,С. ГОРНО ДРЯНОВО,1075,1038
18366,БЛАГОЕВГРАД,ГЪРМЕН,С. ГЪРМЕН,2042,1810
20331,БЛАГОЕВГРАД,ГЪРМЕН,С. ДЕБРЕН,2514,2299
22616,БЛАГОЕВГРАД,ГЪРМЕН,С. ДОЛНО ДРЯНОВО,1323,1258
24267,БЛАГОЕВГРАД,ГЪРМЕН,С. ДЪБНИЦА,2250,1649
37472,БЛАГОЕВГРАД,ГЪРМЕН,С. КОВАЧЕВИЦА,47,35
40138,БЛАГОЕВГРАД,ГЪРМЕН,С. КРУШЕВО,272,240
43606,БЛАГОЕВГРАД,ГЪРМЕН,С. ЛЕЩЕН,6,10
47408,БЛАГОЕВГРАД,ГЪРМЕН,С. МАРЧЕВО,151,166
53326,БЛАГОЕВГРАД,ГЪРМЕН,С. ОГНЯНОВО,1705,1514
53727,БЛАГОЕВГРАД,ГЪРМЕН,С. ОРЕШЕ,290,247
54184,БЛАГОЕВГРАД,ГЪРМЕН,С. ОСИКОВО,576,498
62640,БЛАГОЕВГРАД,ГЪРМЕН,С. РИБНОВО,2962,2463
66874,БЛАГОЕВГРАД,ГЪРМЕН,С. СКРЕБАТНО,294,274
77222,БЛАГОЕВГРАД,ГЪРМЕН,С. ХВОСТЯНЕ,1281,577
39699,БЛАГОЕВГРАД,КРЕСНА,ГР. КРЕСНА,3765,3712
11569,БЛАГОЕВГРАД,КРЕСНА,С. ВЛАХИ,4,6
16136,БЛАГОЕВГРАД,КРЕСНА,С. ГОРНА БРЕЗНИЦА,568,618
22068,БЛАГОЕВГРАД,КРЕСНА,С. ДОЛНА ГРАДЕШНИЦА,667,713
54537,БЛАГОЕВГРАД,КРЕСНА,С. ОЩАВА,72,84
67369,БЛАГОЕВГРАД,КРЕСНА,С. СЛИВНИЦА,627,637
56126,БЛАГОЕВГРАД,ПЕТРИЧ,ГР. ПЕТРИЧ,38534,31289
02806,БЛАГОЕВГРАД,ПЕТРИЧ,С. БАСКАЛЦИ,76,72
03294,БЛАГОЕВГРАД,ПЕТРИЧ,С. БЕЛАСИЦА,1192,1088
66322,БЛАГОЕВГРАД,ПЕТРИЧ,С. БОГОРОДИЦА,18,26
05596,БЛАГОЕВГРАД,ПЕТРИЧ,С. БОРОВИЧЕНЕ,62,63
11358,БЛАГОЕВГРАД,ПЕТРИЧ,С. ВИШЛЕНЕ,54,55
12036,БЛАГОЕВГРАД,ПЕТРИЧ,С. ВОЛНО,21,19
14091,БЛАГОЕВГРАД,ПЕТРИЧ,С. ГАБРЕНЕ,876,722
14581,БЛАГОЕВГРАД,ПЕТРИЧ,С. ГЕГА,266,254
58390,БЛАГОЕВГРАД,ПЕТРИЧ,С. ГЕНЕРАЛ ТОДОРОВ,699,646
17302,БЛАГОЕВГРАД,ПЕТРИЧ,С. ГОРЧЕВО,4,5
21885,БЛАГОЕВГРАД,ПЕТРИЧ,С. ДОЛЕНЕ,22,28
22143,БЛАГОЕВГРАД,ПЕТРИЧ,С. ДОЛНА КРУШИЦА,203,186
22246,БЛАГОЕВГРАД,ПЕТРИЧ,С. ДОЛНА РИБНИЦА,382,362
22842,БЛАГОЕВГРАД,ПЕТРИЧ,С. ДОЛНО СПАНЧЕВО,114,104
23488,БЛАГОЕВГРАД,ПЕТРИЧ,С. ДРАГУШ,39,34
23563,БЛАГОЕВГРАД,ПЕТРИЧ,С. ДРАНГОВО,548,492
23683,БЛАГОЕВГРАД,ПЕТРИЧ,С. ДРЕНОВИЦА,15,13
23697,БЛАГОЕВГРАД,ПЕТРИЧ,С. ДРЕНОВО,111,114
31317,БЛАГОЕВГРАД,ПЕТРИЧ,С. ЗОЙЧЕНЕ,55,56
32086,БЛАГОЕВГРАД,ПЕТРИЧ,С. ИВАНОВО,5,8
35081,БЛАГОЕВГРАД,ПЕТРИЧ,С. КАВРАКИРОВО,1632,1576
35688,БЛАГОЕВГРАД,ПЕТРИЧ,С. КАМЕНА,355,291
36083,БЛАГОЕВГРАД,ПЕТРИЧ,С. КАПАТОВО,181,184
37143,БЛАГОЕВГРАД,ПЕТРИЧ,С. КЛАДЕНЦИ,40,41
37349,БЛАГОЕВГРАД,ПЕТРИЧ,С. КЛЮЧ,1026,884
37989,БЛАГОЕВГРАД,ПЕТРИЧ,С. КОЛАРОВО,2131,2027
39935,БЛАГОЕВГРАД,ПЕТРИЧ,С. КРОМИДОВО,130,144
40302,БЛАГОЕВГРАД,ПЕТРИЧ,С. КРЪНДЖИЛИЦА,7,6
40508,БЛАГОЕВГРАД,ПЕТРИЧ,С. КУКУРАХЦЕВО,57,55
40539,БЛАГОЕВГРАД,ПЕТРИЧ,С. КУЛАТА,846,857
40912,БЛАГОЕВГРАД,ПЕТРИЧ,С. КЪРНАЛОВО,1821,1745
47189,БЛАГОЕВГРАД,ПЕТРИЧ,С. МАРИКОСТИНОВО,1326,1312
47247,БЛАГОЕВГРАД,ПЕТРИЧ,С. МАРИНО ПОЛЕ,301,289
47799,БЛАГОЕВГРАД,ПЕТРИЧ,С. МЕНДОВО,107,103
48458,БЛАГОЕВГРАД,ПЕТРИЧ,С. МИТИНО,356,372
48578,БЛАГОЕВГРАД,ПЕТРИЧ,С. МИХНЕВО,1144,1079
52091,БЛАГОЕВГРАД,ПЕТРИЧ,С. НОВО КОНОМЛАДИ,156,142
58061,БЛАГОЕВГРАД,ПЕТРИЧ,С. ПРАВО БЪРДО,69,64
59077,БЛАГОЕВГРАД,ПЕТРИЧ,С. ПЪРВОМАЙ,3620,3453
62623,БЛАГОЕВГРАД,ПЕТРИЧ,С. РИБНИК,156,158
49312,БЛАГОЕВГРАД,ПЕТРИЧ,С. РУПИТЕ,1105,1075
63542,БЛАГОЕВГРАД,ПЕТРИЧ,С. РЪЖДАК,265,261
65288,БЛАГОЕВГРАД,ПЕТРИЧ,С. САМУИЛОВА КРЕПОСТ,0,1
65293,БЛАГОЕВГРАД,ПЕТРИЧ,С. САМУИЛОВО,939,930
66901,БЛАГОЕВГРАД,ПЕТРИЧ,С. СКРЪТ,1273,1044
69119,БЛАГОЕВГРАД,ПЕТРИЧ,С. СТАРЧЕВО,601,597
69941,БЛАГОЕВГРАД,ПЕТРИЧ,С. СТРУМЕШНИЦА,380,359
72672,БЛАГОЕВГРАД,ПЕТРИЧ,С. ТОНСКО ДАБЕ,2,1
72744,БЛАГОЕВГРАД,ПЕТРИЧ,С. ТОПОЛНИЦА,769,720
81788,БЛАГОЕВГРАД,ПЕТРИЧ,С. ЧУРИЛОВО,45,43
81791,БЛАГОЕВГРАД,ПЕТРИЧ,С. ЧУРИЧЕНИ,184,162
81832,БЛАГОЕВГРАД,ПЕТРИЧ,С. ЧУЧУЛИГОВО,203,192
87134,БЛАГОЕВГРАД,ПЕТРИЧ,С. ЯВОРНИЦА,997,860
87312,БЛАГОЕВГРАД,ПЕТРИЧ,С. ЯКОВО,66,83
61813,БЛАГОЕВГРАД,РАЗЛОГ,ГР. РАЗЛОГ,13397,12820
02693,БЛАГОЕВГРАД,РАЗЛОГ,С. БАНЯ,3035,2995
02960,БЛАГОЕВГРАД,РАЗЛОГ,С. БАЧЕВО,1686,1676
15326,БЛАГОЕВГРАД,РАЗЛОГ,С. ГОДЛЕВО,536,504
16754,БЛАГОЕВГРАД,РАЗЛОГ,С. ГОРНО ДРАГЛИЩЕ,954,928
21748,БЛАГОЕВГРАД,РАЗЛОГ,С. ДОБЪРСКО,633,630
22602,БЛАГОЕВГРАД,РАЗЛОГ,С. ДОЛНО ДРАГЛИЩЕ,642,722
27293,БЛАГОЕВГРАД,РАЗЛОГ,С. ЕЛЕШНИЦА,1492,1462
47754,БЛАГОЕВГРАД,САНДАНСКИ,ГР. МЕЛНИК,224,345
65334,БЛАГОЕВГРАД,САНДАНСКИ,ГР. САНДАНСКИ,30904,28587
03335,БЛАГОЕВГРАД,САНДАНСКИ,С. БЕЛЕВЕХЧЕВО,1,0
03784,БЛАГОЕВГРАД,САНДАНСКИ,С. БЕЛЬОВО,6,5
04933,БЛАГОЕВГРАД,САНДАНСКИ,С. БОЖДОВО,3,3
11168,БЛАГОЕВГРАД,САНДАНСКИ,С. ВИНОГРАДИ,64,59
11315,БЛАГОЕВГРАД,САНДАНСКИ,С. ВИХРЕН,3,4
12200,БЛАГОЕВГРАД,САНДАНСКИ,С. ВРАНЯ,138,129
12471,БЛАГОЕВГРАД,САНДАНСКИ,С. ВЪЛКОВО,396,380
15549,БЛАГОЕВГРАД,САНДАНСКИ,С. ГОЛЕМ ЦАЛИМ,10,12
15583,БЛАГОЕВГРАД,САНДАНСКИ,С. ГОЛЕШОВО,53,53
16403,БЛАГОЕВГРАД,САНДАНСКИ,С. ГОРНА СУШИЦА,33,29
16969,БЛАГОЕВГРАД,САНДАНСКИ,С. ГОРНО СПАНЧЕВО,78,87
20105,БЛАГОЕВГРАД,САНДАНСКИ,С. ДАМЯНИЦА,1332,1328
20345,БЛАГОЕВГРАД,САНДАНСКИ,С. ДЕБРЕНЕ,46,56
20780,БЛАГОЕВГРАД,САНДАНСКИ,С. ДЖИГУРОВО,720,706
21909,БЛАГОЕВГРАД,САНДАНСКИ,С. ДОЛЕНИ,3,5
31139,БЛАГОЕВГРАД,САНДАНСКИ,С. ЗЛАТОЛИСТ,13,10
20910,БЛАГОЕВГРАД,САНДАНСКИ,С. ЗОРНИЦА,85,95
35362,БЛАГОЕВГРАД,САНДАНСКИ,С. КАЛИМАНЦИ,222,192
36693,БЛАГОЕВГРАД,САНДАНСКИ,С. КАТУНЦИ,1420,1351
36734,БЛАГОЕВГРАД,САНДАНСКИ,С. КАШИНА,11,13
37486,БЛАГОЕВГРАД,САНДАНСКИ,С. КОВАЧЕВО,15,30
40378,БЛАГОЕВГРАД,САНДАНСКИ,С. КРЪСТИЛЦИ,17,22
40926,БЛАГОЕВГРАД,САНДАНСКИ,С. КЪРЛАНОВО,49,39
43030,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛАДАРЕВО,25,28
43150,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛАСКАРЕВО,188,175
43181,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛЕБНИЦА,425,399
43243,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛЕВУНОВО,693,716
43503,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛЕХОВО,6,5
43565,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛЕШНИЦА,800,687
43699,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛИЛЯНОВО,266,228
44121,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛОЗЕНИЦА,75,67
44625,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛЮБОВИЩЕ,20,22
44639,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛЮБОВКА,24,30
46526,БЛАГОЕВГРАД,САНДАНСКИ,С. МАЛКИ ЦАЛИМ,7,8
52074,БЛАГОЕВГРАД,САНДАНСКИ,С. НОВО ДЕЛЧЕВО,1189,1145
52307,БЛАГОЕВГРАД,САНДАНСКИ,С. НОВО ХОДЖОВО,64,59
56174,БЛАГОЕВГРАД,САНДАНСКИ,С. ПЕТРОВО,634,614
56352,БЛАГОЕВГРАД,САНДАНСКИ,С. ПИПЕРИЦА,19,18
56410,БЛАГОЕВГРАД,САНДАНСКИ,С. ПИРИН,215,189
56839,БЛАГОЕВГРАД,САНДАНСКИ,С. ПЛОСКИ,659,606
57176,БЛАГОЕВГРАД,САНДАНСКИ,С. ПОЛЕНИЦА,1241,1173
62918,БЛАГОЕВГРАД,САНДАНСКИ,С. РОЖЕН,11,10
66785,БЛАГОЕВГРАД,САНДАНСКИ,С. СКЛАВЕ,1479,1489
68223,БЛАГОЕВГРАД,САНДАНСКИ,С. СПАТОВО,106,105
69290,БЛАГОЕВГРАД,САНДАНСКИ,С. СТОЖА,41,81
69938,БЛАГОЕВГРАД,САНДАНСКИ,С. СТРУМА,605,562
70189,БЛАГОЕВГРАД,САНДАНСКИ,С. СУГАРЕВО,21,21
77361,БЛАГОЕВГРАД,САНДАНСКИ,С. ХОТОВО,97,90
77414,БЛАГОЕВГРАД,САНДАНСКИ,С. ХРАСНА,3,12
77565,БЛАГОЕВГРАД,САНДАНСКИ,С. ХЪРСОВО,233,219
80618,БЛАГОЕВГРАД,САНДАНСКИ,С. ЧЕРЕШНИЦА,48,49
87446,БЛАГОЕВГРАД,САНДАНСКИ,С. ЯНОВО,163,153
04707,БЛАГОЕВГРАД,САТОВЧА,С. БОГОЛИН,478,446
10046,БЛАГОЕВГРАД,САТОВЧА,С. ВАКЛИНОВО,1297,1109
12499,БЛАГОЕВГРАД,САТОВЧА,С. ВЪЛКОСЕЛ,2790,2428
15312,БЛАГОЕВГРАД,САТОВЧА,С. ГОДЕШЕВО,996,854
21868,БЛАГОЕВГРАД,САТОВЧА,С. ДОЛЕН,408,388
29372,БЛАГОЕВГРАД,САТОВЧА,С. ЖИЖЕВО,363,366
39089,БЛАГОЕВГРАД,САТОВЧА,С. КОЧАН,3429,2862
39726,БЛАГОЕВГРАД,САТОВЧА,С. КРИБУЛ,432,380
54225,БЛАГОЕВГРАД,САТОВЧА,С. ОСИНА,636,584
56740,БЛАГОЕВГРАД,САТОВЧА,С. ПЛЕТЕНА,2027,1803
65440,БЛАГОЕВГРАД,САТОВЧА,С. САТОВЧА,2446,1962
67270,БЛАГОЕВГРАД,САТОВЧА,С. СЛАЩЕН,2298,1909
73519,БЛАГОЕВГРАД,САТОВЧА,С. ТУХОВИЩА,886,797
76203,БЛАГОЕВГРАД,САТОВЧА,С. ФЪРГОВО,479,471
66460,БЛАГОЕВГРАД,СИМИТЛИ,ГР. СИМИТЛИ,7511,7253
06238,БЛАГОЕВГРАД,СИМИТЛИ,С. БРЕЖАНИ,841,804
06522,БЛАГОЕВГРАД,СИМИТЛИ,С. БРЕСТОВО,10,18
16870,БЛАГОЕВГРАД,СИМИТЛИ,С. ГОРНО ОСЕНОВО,7,6
17405,БЛАГОЕВГРАД,СИМИТЛИ,С. ГРАДЕВО,184,176
21837,БЛАГОЕВГРАД,СИМИТЛИ,С. ДОКАТИЧЕВО,6,5
22753,БЛАГОЕВГРАД,СИМИТЛИ,С. ДОЛНО ОСЕНОВО,1603,1477
29146,БЛАГОЕВГРАД,СИМИТЛИ,С. ЖЕЛЕЗНИЦА,323,324
40052,БЛАГОЕВГРАД,СИМИТЛИ,С. КРУПНИК,2277,2173
48012,БЛАГОЕВГРАД,СИМИТЛИ,С. МЕЧКУЛ,21,50
57162,БЛАГОЕВГРАД,СИМИТЛИ,С. ПОЛЕНА,779,733
57203,БЛАГОЕВГРАД,СИМИТЛИ,С. ПОЛЕТО,706,672
61978,БЛАГОЕВГРАД,СИМИТЛИ,С. РАКИТНА,113,121
66247,БЛАГОЕВГРАД,СИМИТЛИ,С. СЕНОКОС,36,40
70370,БЛАГОЕВГРАД,СИМИТЛИ,С. СУХОСТРЕЛ,6,17
71831,БЛАГОЕВГРАД,СИМИТЛИ,С. СУШИЦА,72,87
73184,БЛАГОЕВГРАД,СИМИТЛИ,С. ТРОСКОВО,5,10
81013,БЛАГОЕВГРАД,СИМИТЛИ,С. ЧЕРНИЧЕ,1124,1063
10608,БЛАГОЕВГРАД,СТРУМЯНИ,С. ВЕЛЮЩЕЦ,3,3
12142,БЛАГОЕВГРАД,СТРУМЯНИ,С. ВРАКУПОВИЦА,23,19
16033,БЛАГОЕВГРАД,СТРУМЯНИ,С. ГОРЕМЕ,91,87
16273,БЛАГОЕВГРАД,СТРУМЯНИ,С. ГОРНА КРУШИЦА,56,58
16362,БЛАГОЕВГРАД,СТРУМЯНИ,С. ГОРНА РИБНИЦА,5,2
21467,БЛАГОЕВГРАД,СТРУМЯНИ,С. ДОБРИ ЛАКИ,193,173
23532,БЛАГОЕВГРАД,СТРУМЯНИ,С. ДРАКАТА,164,151
32322,БЛАГОЕВГРАД,СТРУМЯНИ,С. ИГРАЛИЩЕ,319,282
32665,БЛАГОЕВГРАД,СТРУМЯНИ,С. ИЛИНДЕНЦИ,900,879
35818,БЛАГОЕВГРАД,СТРУМЯНИ,С. КАМЕНИЦА,111,105
37191,БЛАГОЕВГРАД,СТРУМЯНИ,С. КЛЕПАЛО,40,39
38056,БЛАГОЕВГРАД,СТРУМЯНИ,С. КОЛИБИТЕ,5,5
40957,БЛАГОЕВГРАД,СТРУМЯНИ,С. КЪРПЕЛЕВО,36,28
47473,БЛАГОЕВГРАД,СТРУМЯНИ,С. МАХАЛАТА,34,43
49686,БЛАГОЕВГРАД,СТРУМЯНИ,С. МИКРЕВО,2383,2345
51737,БЛАГОЕВГРАД,СТРУМЯНИ,С. НИКУДИН,91,91
55227,БЛАГОЕВГРАД,СТРУМЯНИ,С. ПАЛАТ,45,41
61772,БЛАГОЕВГРАД,СТРУМЯНИ,С. РАЗДОЛ,223,208
65930,БЛАГОЕВГРАД,СТРУМЯНИ,С. СЕДЕЛЕЦ,34,31
69969,БЛАГОЕВГРАД,СТРУМЯНИ,С. СТРУМЯНИ,979,980
78046,БЛАГОЕВГРАД,СТРУМЯНИ,С. ЦАПАРЕВО,195,170
77058,БЛАГОЕВГРАД,ХАДЖИДИМОВО,ГР. ХАДЖИДИМОВО,2981,2707
00014,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. АБЛАНИЦА,2916,2720
03976,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. БЕСЛЕН,756,726
04399,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. БЛАТСКА,845,646
14341,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ГАЙТАНИНОВО,68,72
32648,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ИЛИНДЕН,97,86
38532,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. КОПРИВЛЕН,1406,1507
44464,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ЛЪКИ,50,60
51860,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. НОВА ЛОВЧА,57,60
52101,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. НОВО ЛЕСКИ,452,416
55467,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ПАРИЛ,7,14
56109,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ПЕТРЕЛИК,180,164
65108,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. САДОВО,436,426
72268,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ТЕПЛЕН,496,458
72374,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ТЕШОВО,189,176
87338,БЛАГОЕВГРАД,ЯКОРУДА,ГР. ЯКОРУДА,6075,5539
00059,БЛАГОЕВГРАД,ЯКОРУДА,С. АВРАМОВО,730,672
03561,БЛАГОЕВГРАД,ЯКОРУДА,С. БЕЛ КАМЕН,593,566
07822,БЛАГОЕВГРАД,ЯКОРУДА,С. БУНЦЕВО,549,564
38220,БЛАГОЕВГРАД,ЯКОРУДА,С. КОНАРСКО,990,939
32603,БЛАГОЕВГРАД,ЯКОРУДА,С. СМОЛЕВО,576,555
81850,БЛАГОЕВГРАД,ЯКОРУДА,С. ЧЕРНА МЕСТА,426,394
86101,БЛАГОЕВГРАД,ЯКОРУДА,С. ЮРУКОВО,1198,1190
00151,БУРГАС,АЙТОС,ГР. АЙТОС,24631,22631
23889,БУРГАС,АЙТОС,С. ДРЯНКОВЕЦ,209,192
30805,БУРГАС,АЙТОС,С. ЗЕТЬОВО,310,251
36227,БУРГАС,АЙТОС,С. КАРАГЕОРГИЕВО,1747,1398
36381,БУРГАС,АЙТОС,С. КАРАНОВО,921,835
44817,БУРГАС,АЙТОС,С. ЛЯСКОВО,106,142
46440,БУРГАС,АЙТОС,С. МАЛКА ПОЛЯНА,611,433
49477,БУРГАС,АЙТОС,С. МЪГЛЕН,1581,1326
56321,БУРГАС,АЙТОС,С. ПЕЩЕРСКО,992,760
56438,БУРГАС,АЙТОС,С. ПИРНЕ,601,821
57426,БУРГАС,АЙТОС,С. ПОЛЯНОВО,476,402
62013,БУРГАС,АЙТОС,С. РАКЛИНОВО,174,163
70473,БУРГАС,АЙТОС,С. СЪДИЕВО,287,371
72727,БУРГАС,АЙТОС,С. ТОПОЛИЦА,1084,1004
80813,БУРГАС,АЙТОС,С. ЧЕРНА МОГИЛА,481,365
81102,БУРГАС,АЙТОС,С. ЧЕРНОГРАД,665,623
81640,БУРГАС,АЙТОС,С. ЧУКАРКА,743,679
07079,БУРГАС,БУРГАС,ГР. БУРГАС,218984,205961
07332,БУРГАС,БУРГАС,ГР. БЪЛГАРОВО,2051,2016
06152,БУРГАС,БУРГАС,С. БРАТОВО,118,140
06776,БУРГАС,БУРГАС,С. БРЯСТОВЕЦ,233,337
21141,БУРГАС,БУРГАС,С. ДИМЧЕВО,147,156
23090,БУРГАС,БУРГАС,С. ДРАГАНОВО,497,433
32367,БУРГАС,БУРГАС,С. ИЗВОР,487,732
32425,БУРГАС,БУРГАС,С. ИЗВОРИЩЕ,403,374
47202,БУРГАС,БУРГАС,С. МАРИНКА,1107,1187
48409,БУРГАС,БУРГАС,С. МИРОЛЮБОВО,89,103
61145,БУРГАС,БУРГАС,С. РАВНЕЦ,1585,1573
63183,БУРГАС,БУРГАС,С. РУДНИК,3853,3668
72151,БУРГАС,БУРГАС,С. ТВЪРДИЦА,436,474
81164,БУРГАС,БУРГАС,С. ЧЕРНО МОРЕ,2153,2337
17974,БУРГАС,СРЕДЕЦ,ГР. СРЕДЕЦ,9618,9290
03349,БУРГАС,СРЕДЕЦ,С. БЕЛЕВРЕН,10,16
03455,БУРГАС,СРЕДЕЦ,С. БЕЛИЛА,15,54
04176,БУРГАС,СРЕДЕЦ,С. БИСТРЕЦ,66,167
04621,БУРГАС,СРЕДЕЦ,С. БОГДАНОВО,53,68
10166,БУРГАС,СРЕДЕЦ,С. ВАРОВНИК,8,15
72059,БУРГАС,СРЕДЕЦ,С. ВЪЛЧАНОВО,46,164
15816,БУРГАС,СРЕДЕЦ,С. ГОЛЯМО БУКОВО,37,142
