ekatte,region,municipality,settlement,permanent_2009,current_2009
49312,БЛАГОЕВГРАД,ПЕТРИЧ,С. РУПИТЕ,1125,1114
63542,БЛАГОЕВГРАД,ПЕТРИЧ,С. РЪЖДАК,258,259
65288,БЛАГОЕВГРАД,ПЕТРИЧ,С. САМУИЛОВА КРЕПОСТ,1,0
65293,БЛАГОЕВГРАД,ПЕТРИЧ,С. САМУИЛОВО,945,882
66901,БЛАГОЕВГРАД,ПЕТРИЧ,С. СКРЪТ,1199,1142
69119,БЛАГОЕВГРАД,ПЕТРИЧ,С. СТАРЧЕВО,645,620
69941,БЛАГОЕВГРАД,ПЕТРИЧ,С. СТРУМЕШНИЦА,384,364
72672,БЛАГОЕВГРАД,ПЕТРИЧ,С. ТОНСКО ДАБЕ,1,1
72744,БЛАГОЕВГРАД,ПЕТРИЧ,С. ТОПОЛНИЦА,792,739
81788,БЛАГОЕВГРАД,ПЕТРИЧ,С. ЧУРИЛОВО,55,55
81791,БЛАГОЕВГРАД,ПЕТРИЧ,С. ЧУРИЧЕНИ,203,186
81832,БЛАГОЕВГРАД,ПЕТРИЧ,С. ЧУЧУЛИГОВО,215,205
87134,БЛАГОЕВГРАД,ПЕТРИЧ,С. ЯВОРНИЦА,1006,896
87312,БЛАГОЕВГРАД,ПЕТРИЧ,С. ЯКОВО,72,93
61813,БЛАГОЕВГРАД,РАЗЛОГ,ГР. РАЗЛОГ,13387,12998
02693,БЛАГОЕВГРАД,РАЗЛОГ,С. БАНЯ,3029,2983
02960,БЛАГОЕВГРАД,РАЗЛОГ,С. БАЧЕВО,1723,1684
15326,БЛАГОЕВГРАД,РАЗЛОГ,С. ГОДЛЕВО,565,545
16754,БЛАГОЕВГРАД,РАЗЛОГ,С. ГОРНО ДРАГЛИЩЕ,990,957
21748,БЛАГОЕВГРАД,РАЗЛОГ,С. ДОБЪРСКО,665,671
22602,БЛАГОЕВГРАД,РАЗЛОГ,С. ДОЛНО ДРАГЛИЩЕ,654,693
27293,БЛАГОЕВГРАД,РАЗЛОГ,С. ЕЛЕШНИЦА,1552,1524
47754,БЛАГОЕВГРАД,САНДАНСКИ,ГР. МЕЛНИК,239,380
65334,БЛАГОЕВГРАД,САНДАНСКИ,ГР. САНДАНСКИ,30919,29277
03335,БЛАГОЕВГРАД,САНДАНСКИ,С. БЕЛЕВЕХЧЕВО,1,0
03784,БЛАГОЕВГРАД,САНДАНСКИ,С. БЕЛЬОВО,7,7
04933,БЛАГОЕВГРАД,САНДАНСКИ,С. БОЖДОВО,3,3
11168,БЛАГОЕВГРАД,САНДАНСКИ,С. ВИНОГРАДИ,77,74
11315,БЛАГОЕВГРАД,САНДАНСКИ,С. ВИХРЕН,3,5
12200,БЛАГОЕВГРАД,САНДАНСКИ,С. ВРАНЯ,155,147
12471,БЛАГОЕВГРАД,САНДАНСКИ,С. ВЪЛКОВО,395,387
15549,БЛАГОЕВГРАД,САНДАНСКИ,С. ГОЛЕМ ЦАЛИМ,10,17
15583,БЛАГОЕВГРАД,САНДАНСКИ,С. ГОЛЕШОВО,63,60
16403,БЛАГОЕВГРАД,САНДАНСКИ,С. ГОРНА СУШИЦА,39,36
16969,БЛАГОЕВГРАД,САНДАНСКИ,С. ГОРНО СПАНЧЕВО,94,97
20105,БЛАГОЕВГРАД,САНДАНСКИ,С. ДАМЯНИЦА,1342,1340
20345,БЛАГОЕВГРАД,САНДАНСКИ,С. ДЕБРЕНЕ,47,60
20780,БЛАГОЕВГРАД,САНДАНСКИ,С. ДЖИГУРОВО,724,713
21909,БЛАГОЕВГРАД,САНДАНСКИ,С. ДОЛЕНИ,4,6
31139,БЛАГОЕВГРАД,САНДАНСКИ,С. ЗЛАТОЛИСТ,16,10
20910,БЛАГОЕВГРАД,САНДАНСКИ,С. ЗОРНИЦА,82,94
35362,БЛАГОЕВГРАД,САНДАНСКИ,С. КАЛИМАНЦИ,248,208
36693,БЛАГОЕВГРАД,САНДАНСКИ,С. КАТУНЦИ,1508,1484
36734,БЛАГОЕВГРАД,САНДАНСКИ,С. КАШИНА,10,11
37486,БЛАГОЕВГРАД,САНДАНСКИ,С. КОВАЧЕВО,16,29
40378,БЛАГОЕВГРАД,САНДАНСКИ,С. КРЪСТИЛЦИ,21,27
40926,БЛАГОЕВГРАД,САНДАНСКИ,С. КЪРЛАНОВО,46,42
43030,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛАДАРЕВО,29,29
43150,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛАСКАРЕВО,201,197
43181,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛЕБНИЦА,415,392
43243,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛЕВУНОВО,713,753
43503,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛЕХОВО,9,9
43565,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛЕШНИЦА,808,718
43699,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛИЛЯНОВО,262,222
44121,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛОЗЕНИЦА,69,80
44625,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛЮБОВИЩЕ,21,25
44639,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛЮБОВКА,32,36
46526,БЛАГОЕВГРАД,САНДАНСКИ,С. МАЛКИ ЦАЛИМ,7,7
52074,БЛАГОЕВГРАД,САНДАНСКИ,С. НОВО ДЕЛЧЕВО,1202,1157
52307,БЛАГОЕВГРАД,САНДАНСКИ,С. НОВО ХОДЖОВО,76,70
56174,БЛАГОЕВГРАД,САНДАНСКИ,С. ПЕТРОВО,724,689
56352,БЛАГОЕВГРАД,САНДАНСКИ,С. ПИПЕРИЦА,26,25
56410,БЛАГОЕВГРАД,САНДАНСКИ,С. ПИРИН,251,200
56839,БЛАГОЕВГРАД,САНДАНСКИ,С. ПЛОСКИ,701,646
57176,БЛАГОЕВГРАД,САНДАНСКИ,С. ПОЛЕНИЦА,1211,1174
62918,БЛАГОЕВГРАД,САНДАНСКИ,С. РОЖЕН,9,9
66785,БЛАГОЕВГРАД,САНДАНСКИ,С. СКЛАВЕ,1459,1497
68223,БЛАГОЕВГРАД,САНДАНСКИ,С. СПАТОВО,120,113
69290,БЛАГОЕВГРАД,САНДАНСКИ,С. СТОЖА,48,88
69938,БЛАГОЕВГРАД,САНДАНСКИ,С. СТРУМА,613,580
70189,БЛАГОЕВГРАД,САНДАНСКИ,С. СУГАРЕВО,23,22
77361,БЛАГОЕВГРАД,САНДАНСКИ,С. ХОТОВО,107,100
77414,БЛАГОЕВГРАД,САНДАНСКИ,С. ХРАСНА,8,12
77565,БЛАГОЕВГРАД,САНДАНСКИ,С. ХЪРСОВО,253,243
80618,БЛАГОЕВГРАД,САНДАНСКИ,С. ЧЕРЕШНИЦА,51,51
87446,БЛАГОЕВГРАД,САНДАНСКИ,С. ЯНОВО,178,170
04707,БЛАГОЕВГРАД,САТОВЧА,С. БОГОЛИН,482,459
10046,БЛАГОЕВГРАД,САТОВЧА,С. ВАКЛИНОВО,1312,1168
12499,БЛАГОЕВГРАД,САТОВЧА,С. ВЪЛКОСЕЛ,2773,2510
15312,БЛАГОЕВГРАД,САТОВЧА,С. ГОДЕШЕВО,1032,899
21868,БЛАГОЕВГРАД,САТОВЧА,С. ДОЛЕН,423,421
29372,БЛАГОЕВГРАД,САТОВЧА,С. ЖИЖЕВО,370,365
39089,БЛАГОЕВГРАД,САТОВЧА,С. КОЧАН,3446,3054
39726,БЛАГОЕВГРАД,САТОВЧА,С. КРИБУЛ,441,388
54225,БЛАГОЕВГРАД,САТОВЧА,С. ОСИНА,642,609
56740,БЛАГОЕВГРАД,САТОВЧА,С. ПЛЕТЕНА,2026,1882
65440,БЛАГОЕВГРАД,САТОВЧА,С. САТОВЧА,2450,2091
67270,БЛАГОЕВГРАД,САТОВЧА,С. СЛАЩЕН,2268,2003
73519,БЛАГОЕВГРАД,САТОВЧА,С. ТУХОВИЩА,890,825
76203,БЛАГОЕВГРАД,САТОВЧА,С. ФЪРГОВО,474,479
66460,БЛАГОЕВГРАД,СИМИТЛИ,ГР. СИМИТЛИ,7581,7313
06238,БЛАГОЕВГРАД,СИМИТЛИ,С. БРЕЖАНИ,892,862
06522,БЛАГОЕВГРАД,СИМИТЛИ,С. БРЕСТОВО,11,18
16870,БЛАГОЕВГРАД,СИМИТЛИ,С. ГОРНО ОСЕНОВО,11,8
17405,БЛАГОЕВГРАД,СИМИТЛИ,С. ГРАДЕВО,171,176
21837,БЛАГОЕВГРАД,СИМИТЛИ,С. ДОКАТИЧЕВО,5,6
22753,БЛАГОЕВГРАД,СИМИТЛИ,С. ДОЛНО ОСЕНОВО,1561,1465
29146,БЛАГОЕВГРАД,СИМИТЛИ,С. ЖЕЛЕЗНИЦА,322,345
40052,БЛАГОЕВГРАД,СИМИТЛИ,С. КРУПНИК,2275,2225
48012,БЛАГОЕВГРАД,СИМИТЛИ,С. МЕЧКУЛ,27,57
57162,БЛАГОЕВГРАД,СИМИТЛИ,С. ПОЛЕНА,802,763
57203,БЛАГОЕВГРАД,СИМИТЛИ,С. ПОЛЕТО,718,680
61978,БЛАГОЕВГРАД,СИМИТЛИ,С. РАКИТНА,120,129
66247,БЛАГОЕВГРАД,СИМИТЛИ,С. СЕНОКОС,41,48
70370,БЛАГОЕВГРАД,СИМИТЛИ,С. СУХОСТРЕЛ,7,20
71831,БЛАГОЕВГРАД,СИМИТЛИ,С. СУШИЦА,85,98
73184,БЛАГОЕВГРАД,СИМИТЛИ,С. ТРОСКОВО,6,13
81013,БЛАГОЕВГРАД,СИМИТЛИ,С. ЧЕРНИЧЕ,1128,1085
10608,БЛАГОЕВГРАД,СТРУМЯНИ,С. ВЕЛЮЩЕЦ,4,4
12142,БЛАГОЕВГРАД,СТРУМЯНИ,С. ВРАКУПОВИЦА,25,22
16033,БЛАГОЕВГРАД,СТРУМЯНИ,С. ГОРЕМЕ,102,96
16273,БЛАГОЕВГРАД,СТРУМЯНИ,С. ГОРНА КРУШИЦА,68,72
16362,БЛАГОЕВГРАД,СТРУМЯНИ,С. ГОРНА РИБНИЦА,7,5
21467,БЛАГОЕВГРАД,СТРУМЯНИ,С. ДОБРИ ЛАКИ,224,203
23532,БЛАГОЕВГРАД,СТРУМЯНИ,С. ДРАКАТА,167,160
32322,БЛАГОЕВГРАД,СТРУМЯНИ,С. ИГРАЛИЩЕ,353,358
32665,БЛАГОЕВГРАД,СТРУМЯНИ,С. ИЛИНДЕНЦИ,964,932
35818,БЛАГОЕВГРАД,СТРУМЯНИ,С. КАМЕНИЦА,121,113
37191,БЛАГОЕВГРАД,СТРУМЯНИ,С. КЛЕПАЛО,59,51
38056,БЛАГОЕВГРАД,СТРУМЯНИ,С. КОЛИБИТЕ,7,8
40957,БЛАГОЕВГРАД,СТРУМЯНИ,С. КЪРПЕЛЕВО,45,37
47473,БЛАГОЕВГРАД,СТРУМЯНИ,С. МАХАЛАТА,41,51
49686,БЛАГОЕВГРАД,СТРУМЯНИ,С. МИКРЕВО,2326,2265
51737,БЛАГОЕВГРАД,СТРУМЯНИ,С. НИКУДИН,110,102
55227,БЛАГОЕВГРАД,СТРУМЯНИ,С. ПАЛАТ,51,46
61772,БЛАГОЕВГРАД,СТРУМЯНИ,С. РАЗДОЛ,249,223
65930,БЛАГОЕВГРАД,СТРУМЯНИ,С. СЕДЕЛЕЦ,38,37
69969,БЛАГОЕВГРАД,СТРУМЯНИ,С. СТРУМЯНИ,1002,1007
78046,БЛАГОЕВГРАД,СТРУМЯНИ,С. ЦАПАРЕВО,244,205
77058,БЛАГОЕВГРАД,ХАДЖИДИМОВО,ГР. ХАДЖИДИМОВО,3029,2844
00014,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. АБЛАНИЦА,2898,2771
03976,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. БЕСЛЕН,771,745
04399,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. БЛАТСКА,825,690
14341,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ГАЙТАНИНОВО,80,97
32648,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ИЛИНДЕН,113,109
38532,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. КОПРИВЛЕН,1445,1560
44464,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ЛЪКИ,61,62
51860,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. НОВА ЛОВЧА,67,67
52101,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. НОВО ЛЕСКИ,484,442
55467,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ПАРИЛ,13,20
56109,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ПЕТРЕЛИК,195,178
65108,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. САДОВО,473,473
72268,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ТЕПЛЕН,491,459
72374,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ТЕШОВО,224,218
87338,БЛАГОЕВГРАД,ЯКОРУДА,ГР. ЯКОРУДА,6215,5751
00059,БЛАГОЕВГРАД,ЯКОРУДА,С. АВРАМОВО,717,674
03561,БЛАГОЕВГРАД,ЯКОРУДА,С. БЕЛ КАМЕН,590,572
07822,БЛАГОЕВГРАД,ЯКОРУДА,С. БУНЦЕВО,538,557
38220,БЛАГОЕВГРАД,ЯКОРУДА,С. КОНАРСКО,1037,988
32603,БЛАГОЕВГРАД,ЯКОРУДА,С. СМОЛЕВО,578,552
81850,БЛАГОЕВГРАД,ЯКОРУДА,С. ЧЕРНА МЕСТА,415,392
86101,БЛАГОЕВГРАД,ЯКОРУДА,С. ЮРУКОВО,1186,1181
00151,БУРГАС,АЙТОС,ГР. АЙТОС,24820,23215
23889,БУРГАС,АЙТОС,С. ДРЯНКОВЕЦ,222,206
30805,БУРГАС,АЙТОС,С. ЗЕТЬОВО,312,260
36227,БУРГАС,АЙТОС,С. КАРАГЕОРГИЕВО,1749,1379
36381,БУРГАС,АЙТОС,С. КАРАНОВО,910,874
44817,БУРГАС,АЙТОС,С. ЛЯСКОВО,120,165
46440,БУРГАС,АЙТОС,С. МАЛКА ПОЛЯНА,593,437
49477,БУРГАС,АЙТОС,С. МЪГЛЕН,1545,1300
56321,БУРГАС,АЙТОС,С. ПЕЩЕРСКО,971,748
56438,БУРГАС,АЙТОС,С. ПИРНЕ,604,711
57426,БУРГАС,АЙТОС,С. ПОЛЯНОВО,473,414
62013,БУРГАС,АЙТОС,С. РАКЛИНОВО,181,175
70473,БУРГАС,АЙТОС,С. СЪДИЕВО,299,409
72727,БУРГАС,АЙТОС,С. ТОПОЛИЦА,1110,1037
80813,БУРГАС,АЙТОС,С. ЧЕРНА МОГИЛА,461,325
81102,БУРГАС,АЙТОС,С. ЧЕРНОГРАД,674,639
81640,БУРГАС,АЙТОС,С. ЧУКАРКА,740,672
07079,БУРГАС,БУРГАС,ГР. БУРГАС,218483,208829
07332,БУРГАС,БУРГАС,ГР. БЪЛГАРОВО,2094,2098
06152,БУРГАС,БУРГАС,С. БРАТОВО,130,149
06776,БУРГАС,БУРГАС,С. БРЯСТОВЕЦ,243,311
21141,БУРГАС,БУРГАС,С. ДИМЧЕВО,152,168
23090,БУРГАС,БУРГАС,С. ДРАГАНОВО,488,424
32425,БУРГАС,БУРГАС,С. ИЗВОРИЩЕ,378,360
47202,БУРГАС,БУРГАС,С. МАРИНКА,1100,1171
48409,БУРГАС,БУРГАС,С. МИРОЛЮБОВО,105,117
61145,БУРГАС,БУРГАС,С. РАВНЕЦ,1551,1590
63183,БУРГАС,БУРГАС,С. РУДНИК,3767,3690
72151,БУРГАС,БУРГАС,С. ТВЪРДИЦА,423,486
81164,БУРГАС,БУРГАС,С. ЧЕРНО МОРЕ,2145,2388
17974,БУРГАС,СРЕДЕЦ,ГР. СРЕДЕЦ,9711,9414
03349,БУРГАС,СРЕДЕЦ,С. БЕЛЕВРЕН,14,15
03455,БУРГАС,СРЕДЕЦ,С. БЕЛИЛА,24,57
04176,БУРГАС,СРЕДЕЦ,С. БИСТРЕЦ,85,158
04621,БУРГАС,СРЕДЕЦ,С. БОГДАНОВО,70,83
10166,БУРГАС,СРЕДЕЦ,С. ВАРОВНИК,13,19
72059,БУРГАС,СРЕДЕЦ,С. ВЪЛЧАНОВО,59,174
15816,БУРГАС,СРЕДЕЦ,С. ГОЛЯМО БУКОВО,46,134
