ekatte,region,municipality,settlement,permanent_2015,current_2015
62699,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. РИЛЦИ,4447,794
66055,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. СЕЛИЩЕ,267,339
78464,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. ЦЕРОВО,736,708
17395,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,ГР. ГОЦЕ ДЕЛЧЕВ,22175,20168
02600,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,С. БАНИЧАН,603,552
05606,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,С. БОРОВО,1175,997
06306,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,С. БРЕЗНИЦА,3791,3403
07003,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,С. БУКОВО,1087,942
17347,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,С. ГОСПОДИНЦИ,510,499
20585,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,С. ДЕЛЧЕВО,51,38
21680,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,С. ДОБРОТИНО,34,42
38666,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,С. КОРНИЦА,2310,1606
44416,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,С. ЛЪЖНИЦА,2022,1553
49432,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,С. МУСОМИЩА,2217,2220
02381,БЛАГОЕВГРАД,ГЪРМЕН,С. БАЛДЕВО,188,178
16763,БЛАГОЕВГРАД,ГЪРМЕН,С. ГОРНО ДРЯНОВО,1080,1033
18366,БЛАГОЕВГРАД,ГЪРМЕН,С. ГЪРМЕН,2116,1843
20331,БЛАГОЕВГРАД,ГЪРМЕН,С. ДЕБРЕН,2566,2303
22616,БЛАГОЕВГРАД,ГЪРМЕН,С. ДОЛНО ДРЯНОВО,1337,1258
24267,БЛАГОЕВГРАД,ГЪРМЕН,С. ДЪБНИЦА,2275,1689
37472,БЛАГОЕВГРАД,ГЪРМЕН,С. КОВАЧЕВИЦА,51,36
40138,БЛАГОЕВГРАД,ГЪРМЕН,С. КРУШЕВО,280,243
43606,БЛАГОЕВГРАД,ГЪРМЕН,С. ЛЕЩЕН,5,10
47408,БЛАГОЕВГРАД,ГЪРМЕН,С. МАРЧЕВО,144,189
53326,БЛАГОЕВГРАД,ГЪРМЕН,С. ОГНЯНОВО,1702,1484
53727,БЛАГОЕВГРАД,ГЪРМЕН,С. ОРЕШЕ,254,265
54184,БЛАГОЕВГРАД,ГЪРМЕН,С. ОСИКОВО,577,499
62640,БЛАГОЕВГРАД,ГЪРМЕН,С. РИБНОВО,3030,2518
66874,БЛАГОЕВГРАД,ГЪРМЕН,С. СКРЕБАТНО,280,260
77222,БЛАГОЕВГРАД,ГЪРМЕН,С. ХВОСТЯНЕ,1341,585
39699,БЛАГОЕВГРАД,КРЕСНА,ГР. КРЕСНА,3666,3709
11569,БЛАГОЕВГРАД,КРЕСНА,С. ВЛАХИ,9,12
16136,БЛАГОЕВГРАД,КРЕСНА,С. ГОРНА БРЕЗНИЦА,524,612
22068,БЛАГОЕВГРАД,КРЕСНА,С. ДОЛНА ГРАДЕШНИЦА,631,660
54537,БЛАГОЕВГРАД,КРЕСНА,С. ОЩАВА,67,70
67369,БЛАГОЕВГРАД,КРЕСНА,С. СЛИВНИЦА,604,643
56126,БЛАГОЕВГРАД,ПЕТРИЧ,ГР. ПЕТРИЧ,39561,30452
02806,БЛАГОЕВГРАД,ПЕТРИЧ,С. БАСКАЛЦИ,69,65
03294,БЛАГОЕВГРАД,ПЕТРИЧ,С. БЕЛАСИЦА,1168,1049
66322,БЛАГОЕВГРАД,ПЕТРИЧ,С. БОГОРОДИЦА,43,21
05596,БЛАГОЕВГРАД,ПЕТРИЧ,С. БОРОВИЧЕНЕ,58,56
11358,БЛАГОЕВГРАД,ПЕТРИЧ,С. ВИШЛЕНЕ,46,48
12036,БЛАГОЕВГРАД,ПЕТРИЧ,С. ВОЛНО,53,15
14091,БЛАГОЕВГРАД,ПЕТРИЧ,С. ГАБРЕНЕ,937,764
14581,БЛАГОЕВГРАД,ПЕТРИЧ,С. ГЕГА,250,256
58390,БЛАГОЕВГРАД,ПЕТРИЧ,С. ГЕНЕРАЛ ТОДОРОВ,695,634
17302,БЛАГОЕВГРАД,ПЕТРИЧ,С. ГОРЧЕВО,3,4
21885,БЛАГОЕВГРАД,ПЕТРИЧ,С. ДОЛЕНЕ,17,21
22143,БЛАГОЕВГРАД,ПЕТРИЧ,С. ДОЛНА КРУШИЦА,186,181
22246,БЛАГОЕВГРАД,ПЕТРИЧ,С. ДОЛНА РИБНИЦА,355,339
22842,БЛАГОЕВГРАД,ПЕТРИЧ,С. ДОЛНО СПАНЧЕВО,99,89
23488,БЛАГОЕВГРАД,ПЕТРИЧ,С. ДРАГУШ,34,44
23563,БЛАГОЕВГРАД,ПЕТРИЧ,С. ДРАНГОВО,552,515
23683,БЛАГОЕВГРАД,ПЕТРИЧ,С. ДРЕНОВИЦА,15,13
23697,БЛАГОЕВГРАД,ПЕТРИЧ,С. ДРЕНОВО,92,102
31317,БЛАГОЕВГРАД,ПЕТРИЧ,С. ЗОЙЧЕНЕ,47,49
32086,БЛАГОЕВГРАД,ПЕТРИЧ,С. ИВАНОВО,5,7
35081,БЛАГОЕВГРАД,ПЕТРИЧ,С. КАВРАКИРОВО,1631,1610
35688,БЛАГОЕВГРАД,ПЕТРИЧ,С. КАМЕНА,334,293
36083,БЛАГОЕВГРАД,ПЕТРИЧ,С. КАПАТОВО,163,196
37143,БЛАГОЕВГРАД,ПЕТРИЧ,С. КЛАДЕНЦИ,35,38
37349,БЛАГОЕВГРАД,ПЕТРИЧ,С. КЛЮЧ,988,834
37989,БЛАГОЕВГРАД,ПЕТРИЧ,С. КОЛАРОВО,2122,1964
39935,БЛАГОЕВГРАД,ПЕТРИЧ,С. КРОМИДОВО,114,131
40302,БЛАГОЕВГРАД,ПЕТРИЧ,С. КРЪНДЖИЛИЦА,7,5
40508,БЛАГОЕВГРАД,ПЕТРИЧ,С. КУКУРАХЦЕВО,51,48
40539,БЛАГОЕВГРАД,ПЕТРИЧ,С. КУЛАТА,815,812
40912,БЛАГОЕВГРАД,ПЕТРИЧ,С. КЪРНАЛОВО,1776,1687
47189,БЛАГОЕВГРАД,ПЕТРИЧ,С. МАРИКОСТИНОВО,1277,1245
47247,БЛАГОЕВГРАД,ПЕТРИЧ,С. МАРИНО ПОЛЕ,323,291
47799,БЛАГОЕВГРАД,ПЕТРИЧ,С. МЕНДОВО,105,98
48458,БЛАГОЕВГРАД,ПЕТРИЧ,С. МИТИНО,404,343
48578,БЛАГОЕВГРАД,ПЕТРИЧ,С. МИХНЕВО,1092,1030
52091,БЛАГОЕВГРАД,ПЕТРИЧ,С. НОВО КОНОМЛАДИ,145,140
58061,БЛАГОЕВГРАД,ПЕТРИЧ,С. ПРАВО БЪРДО,59,55
59077,БЛАГОЕВГРАД,ПЕТРИЧ,С. ПЪРВОМАЙ,3673,3387
62623,БЛАГОЕВГРАД,ПЕТРИЧ,С. РИБНИК,146,149
49312,БЛАГОЕВГРАД,ПЕТРИЧ,С. РУПИТЕ,1089,1051
63542,БЛАГОЕВГРАД,ПЕТРИЧ,С. РЪЖДАК,260,278
65293,БЛАГОЕВГРАД,ПЕТРИЧ,С. САМУИЛОВО,923,895
66901,БЛАГОЕВГРАД,ПЕТРИЧ,С. СКРЪТ,1389,1000
69119,БЛАГОЕВГРАД,ПЕТРИЧ,С. СТАРЧЕВО,568,571
69941,БЛАГОЕВГРАД,ПЕТРИЧ,С. СТРУМЕШНИЦА,397,340
72672,БЛАГОЕВГРАД,ПЕТРИЧ,С. ТОНСКО ДАБЕ,2,3
72744,БЛАГОЕВГРАД,ПЕТРИЧ,С. ТОПОЛНИЦА,743,681
81788,БЛАГОЕВГРАД,ПЕТРИЧ,С. ЧУРИЛОВО,41,37
81791,БЛАГОЕВГРАД,ПЕТРИЧ,С. ЧУРИЧЕНИ,166,145
81832,БЛАГОЕВГРАД,ПЕТРИЧ,С. ЧУЧУЛИГОВО,200,193
87134,БЛАГОЕВГРАД,ПЕТРИЧ,С. ЯВОРНИЦА,999,849
87312,БЛАГОЕВГРАД,ПЕТРИЧ,С. ЯКОВО,66,84
61813,БЛАГОЕВГРАД,РАЗЛОГ,ГР. РАЗЛОГ,13373,12721
02693,БЛАГОЕВГРАД,РАЗЛОГ,С. БАНЯ,2983,2930
02960,БЛАГОЕВГРАД,РАЗЛОГ,С. БАЧЕВО,1645,1618
15326,БЛАГОЕВГРАД,РАЗЛОГ,С. ГОДЛЕВО,518,488
16754,БЛАГОЕВГРАД,РАЗЛОГ,С. ГОРНО ДРАГЛИЩЕ,925,905
21748,БЛАГОЕВГРАД,РАЗЛОГ,С. ДОБЪРСКО,613,597
22602,БЛАГОЕВГРАД,РАЗЛОГ,С. ДОЛНО ДРАГЛИЩЕ,615,696
27293,БЛАГОЕВГРАД,РАЗЛОГ,С. ЕЛЕШНИЦА,1425,1378
47754,БЛАГОЕВГРАД,САНДАНСКИ,ГР. МЕЛНИК,205,324
65334,БЛАГОЕВГРАД,САНДАНСКИ,ГР. САНДАНСКИ,30863,27733
03784,БЛАГОЕВГРАД,САНДАНСКИ,С. БЕЛЬОВО,6,4
04933,БЛАГОЕВГРАД,САНДАНСКИ,С. БОЖДОВО,3,3
11168,БЛАГОЕВГРАД,САНДАНСКИ,С. ВИНОГРАДИ,54,47
11315,БЛАГОЕВГРАД,САНДАНСКИ,С. ВИХРЕН,3,3
12200,БЛАГОЕВГРАД,САНДАНСКИ,С. ВРАНЯ,120,151
12471,БЛАГОЕВГРАД,САНДАНСКИ,С. ВЪЛКОВО,415,390
15549,БЛАГОЕВГРАД,САНДАНСКИ,С. ГОЛЕМ ЦАЛИМ,10,10
15583,БЛАГОЕВГРАД,САНДАНСКИ,С. ГОЛЕШОВО,38,42
16403,БЛАГОЕВГРАД,САНДАНСКИ,С. ГОРНА СУШИЦА,28,29
16969,БЛАГОЕВГРАД,САНДАНСКИ,С. ГОРНО СПАНЧЕВО,76,84
20105,БЛАГОЕВГРАД,САНДАНСКИ,С. ДАМЯНИЦА,1316,1315
20345,БЛАГОЕВГРАД,САНДАНСКИ,С. ДЕБРЕНЕ,38,44
20780,БЛАГОЕВГРАД,САНДАНСКИ,С. ДЖИГУРОВО,728,745
21909,БЛАГОЕВГРАД,САНДАНСКИ,С. ДОЛЕНИ,4,5
31139,БЛАГОЕВГРАД,САНДАНСКИ,С. ЗЛАТОЛИСТ,11,10
20910,БЛАГОЕВГРАД,САНДАНСКИ,С. ЗОРНИЦА,83,91
35362,БЛАГОЕВГРАД,САНДАНСКИ,С. КАЛИМАНЦИ,196,178
36693,БЛАГОЕВГРАД,САНДАНСКИ,С. КАТУНЦИ,1350,1250
36734,БЛАГОЕВГРАД,САНДАНСКИ,С. КАШИНА,8,15
37486,БЛАГОЕВГРАД,САНДАНСКИ,С. КОВАЧЕВО,10,28
40378,БЛАГОЕВГРАД,САНДАНСКИ,С. КРЪСТИЛЦИ,12,17
40926,БЛАГОЕВГРАД,САНДАНСКИ,С. КЪРЛАНОВО,47,35
43030,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛАДАРЕВО,23,25
43150,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛАСКАРЕВО,184,169
43181,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛЕБНИЦА,416,390
43243,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛЕВУНОВО,654,686
43503,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛЕХОВО,6,5
43565,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛЕШНИЦА,799,668
43699,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛИЛЯНОВО,254,216
44121,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛОЗЕНИЦА,73,63
44625,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛЮБОВИЩЕ,19,21
44639,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛЮБОВКА,24,31
46526,БЛАГОЕВГРАД,САНДАНСКИ,С. МАЛКИ ЦАЛИМ,6,7
52074,БЛАГОЕВГРАД,САНДАНСКИ,С. НОВО ДЕЛЧЕВО,1165,1107
52307,БЛАГОЕВГРАД,САНДАНСКИ,С. НОВО ХОДЖОВО,56,51
56174,БЛАГОЕВГРАД,САНДАНСКИ,С. ПЕТРОВО,523,542
56352,БЛАГОЕВГРАД,САНДАНСКИ,С. ПИПЕРИЦА,16,15
56410,БЛАГОЕВГРАД,САНДАНСКИ,С. ПИРИН,197,169
56839,БЛАГОЕВГРАД,САНДАНСКИ,С. ПЛОСКИ,621,591
57176,БЛАГОЕВГРАД,САНДАНСКИ,С. ПОЛЕНИЦА,1252,1158
62918,БЛАГОЕВГРАД,САНДАНСКИ,С. РОЖЕН,12,11
66785,БЛАГОЕВГРАД,САНДАНСКИ,С. СКЛАВЕ,1460,1466
68223,БЛАГОЕВГРАД,САНДАНСКИ,С. СПАТОВО,101,118
69290,БЛАГОЕВГРАД,САНДАНСКИ,С. СТОЖА,37,73
69938,БЛАГОЕВГРАД,САНДАНСКИ,С. СТРУМА,609,562
70189,БЛАГОЕВГРАД,САНДАНСКИ,С. СУГАРЕВО,19,17
77361,БЛАГОЕВГРАД,САНДАНСКИ,С. ХОТОВО,103,127
77414,БЛАГОЕВГРАД,САНДАНСКИ,С. ХРАСНА,2,9
77565,БЛАГОЕВГРАД,САНДАНСКИ,С. ХЪРСОВО,214,221
80618,БЛАГОЕВГРАД,САНДАНСКИ,С. ЧЕРЕШНИЦА,40,40
87446,БЛАГОЕВГРАД,САНДАНСКИ,С. ЯНОВО,149,135
04707,БЛАГОЕВГРАД,САТОВЧА,С. БОГОЛИН,473,433
10046,БЛАГОЕВГРАД,САТОВЧА,С. ВАКЛИНОВО,1295,1059
12499,БЛАГОЕВГРАД,САТОВЧА,С. ВЪЛКОСЕЛ,2788,2381
15312,БЛАГОЕВГРАД,САТОВЧА,С. ГОДЕШЕВО,980,821
21868,БЛАГОЕВГРАД,САТОВЧА,С. ДОЛЕН,396,375
29372,БЛАГОЕВГРАД,САТОВЧА,С. ЖИЖЕВО,365,384
39089,БЛАГОЕВГРАД,САТОВЧА,С. КОЧАН,3450,2732
39726,БЛАГОЕВГРАД,САТОВЧА,С. КРИБУЛ,409,355
54225,БЛАГОЕВГРАД,САТОВЧА,С. ОСИНА,633,572
56740,БЛАГОЕВГРАД,САТОВЧА,С. ПЛЕТЕНА,2020,1778
65440,БЛАГОЕВГРАД,САТОВЧА,С. САТОВЧА,2481,1913
67270,БЛАГОЕВГРАД,САТОВЧА,С. СЛАЩЕН,2326,1860
73519,БЛАГОЕВГРАД,САТОВЧА,С. ТУХОВИЩА,878,776
76203,БЛАГОЕВГРАД,САТОВЧА,С. ФЪРГОВО,480,474
66460,БЛАГОЕВГРАД,СИМИТЛИ,ГР. СИМИТЛИ,7440,7203
06238,БЛАГОЕВГРАД,СИМИТЛИ,С. БРЕЖАНИ,807,774
06522,БЛАГОЕВГРАД,СИМИТЛИ,С. БРЕСТОВО,10,16
16870,БЛАГОЕВГРАД,СИМИТЛИ,С. ГОРНО ОСЕНОВО,6,4
17405,БЛАГОЕВГРАД,СИМИТЛИ,С. ГРАДЕВО,173,205
21837,БЛАГОЕВГРАД,СИМИТЛИ,С. ДОКАТИЧЕВО,4,4
22753,БЛАГОЕВГРАД,СИМИТЛИ,С. ДОЛНО ОСЕНОВО,1602,1503
29146,БЛАГОЕВГРАД,СИМИТЛИ,С. ЖЕЛЕЗНИЦА,316,314
40052,БЛАГОЕВГРАД,СИМИТЛИ,С. КРУПНИК,2256,2145
48012,БЛАГОЕВГРАД,СИМИТЛИ,С. МЕЧКУЛ,17,38
57162,БЛАГОЕВГРАД,СИМИТЛИ,С. ПОЛЕНА,754,719
57203,БЛАГОЕВГРАД,СИМИТЛИ,С. ПОЛЕТО,678,647
61978,БЛАГОЕВГРАД,СИМИТЛИ,С. РАКИТНА,102,107
66247,БЛАГОЕВГРАД,СИМИТЛИ,С. СЕНОКОС,34,39
70370,БЛАГОЕВГРАД,СИМИТЛИ,С. СУХОСТРЕЛ,6,16
71831,БЛАГОЕВГРАД,СИМИТЛИ,С. СУШИЦА,54,72
73184,БЛАГОЕВГРАД,СИМИТЛИ,С. ТРОСКОВО,4,10
81013,БЛАГОЕВГРАД,СИМИТЛИ,С. ЧЕРНИЧЕ,1116,1057
10608,БЛАГОЕВГРАД,СТРУМЯНИ,С. ВЕЛЮЩЕЦ,3,2
12142,БЛАГОЕВГРАД,СТРУМЯНИ,С. ВРАКУПОВИЦА,19,16
16033,БЛАГОЕВГРАД,СТРУМЯНИ,С. ГОРЕМЕ,75,70
16273,БЛАГОЕВГРАД,СТРУМЯНИ,С. ГОРНА КРУШИЦА,50,73
16362,БЛАГОЕВГРАД,СТРУМЯНИ,С. ГОРНА РИБНИЦА,4,4
21467,БЛАГОЕВГРАД,СТРУМЯНИ,С. ДОБРИ ЛАКИ,175,152
23532,БЛАГОЕВГРАД,СТРУМЯНИ,С. ДРАКАТА,160,146
32322,БЛАГОЕВГРАД,СТРУМЯНИ,С. ИГРАЛИЩЕ,297,249
32665,БЛАГОЕВГРАД,СТРУМЯНИ,С. ИЛИНДЕНЦИ,841,810
35818,БЛАГОЕВГРАД,СТРУМЯНИ,С. КАМЕНИЦА,100,113
37191,БЛАГОЕВГРАД,СТРУМЯНИ,С. КЛЕПАЛО,34,34
38056,БЛАГОЕВГРАД,СТРУМЯНИ,С. КОЛИБИТЕ,3,5
40957,БЛАГОЕВГРАД,СТРУМЯНИ,С. КЪРПЕЛЕВО,34,27
47473,БЛАГОЕВГРАД,СТРУМЯНИ,С. МАХАЛАТА,33,40
49686,БЛАГОЕВГРАД,СТРУМЯНИ,С. МИКРЕВО,2419,2424
51737,БЛАГОЕВГРАД,СТРУМЯНИ,С. НИКУДИН,82,89
55227,БЛАГОЕВГРАД,СТРУМЯНИ,С. ПАЛАТ,34,34
61772,БЛАГОЕВГРАД,СТРУМЯНИ,С. РАЗДОЛ,202,199
65930,БЛАГОЕВГРАД,СТРУМЯНИ,С. СЕДЕЛЕЦ,27,24
69969,БЛАГОЕВГРАД,СТРУМЯНИ,С. СТРУМЯНИ,918,920
78046,БЛАГОЕВГРАД,СТРУМЯНИ,С. ЦАПАРЕВО,168,159
77058,БЛАГОЕВГРАД,ХАДЖИДИМОВО,ГР. ХАДЖИДИМОВО,2939,2677
00014,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. АБЛАНИЦА,2910,2664
03976,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. БЕСЛЕН,754,727
04399,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. БЛАТСКА,839,627
14341,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ГАЙТАНИНОВО,59,66
32648,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ИЛИНДЕН,86,77
38532,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. КОПРИВЛЕН,1363,1430
44464,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ЛЪКИ,38,51
51860,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. НОВА ЛОВЧА,55,56
52101,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. НОВО ЛЕСКИ,438,406
55467,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ПАРИЛ,7,11
56109,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ПЕТРЕЛИК,169,156
65108,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. САДОВО,436,436
72268,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ТЕПЛЕН,500,460
72374,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ТЕШОВО,167,155
87338,БЛАГОЕВГРАД,ЯКОРУДА,ГР. ЯКОРУДА,5981,5443
00059,БЛАГОЕВГРАД,ЯКОРУДА,С. АВРАМОВО,728,655
03561,БЛАГОЕВГРАД,ЯКОРУДА,С. БЕЛ КАМЕН,581,546
07822,БЛАГОЕВГРАД,ЯКОРУДА,С. БУНЦЕВО,542,542
38220,БЛАГОЕВГРАД,ЯКОРУДА,С. КОНАРСКО,976,902
32603,БЛАГОЕВГРАД,ЯКОРУДА,С. СМОЛЕВО,568,532
81850,БЛАГОЕВГРАД,ЯКОРУДА,С. ЧЕРНА МЕСТА,415,384
86101,БЛАГОЕВГРАД,ЯКОРУДА,С. ЮРУКОВО,1198,1175
00151,БУРГАС,АЙТОС,ГР. АЙТОС,24573,22327
23889,БУРГАС,АЙТОС,С. ДРЯНКОВЕЦ,208,199
30805,БУРГАС,АЙТОС,С. ЗЕТЬОВО,314,251
36227,БУРГАС,АЙТОС,С. КАРАГЕОРГИЕВО,1762,1415
36381,БУРГАС,АЙТОС,С. КАРАНОВО,942,860
44817,БУРГАС,АЙТОС,С. ЛЯСКОВО,89,143
46440,БУРГАС,АЙТОС,С. МАЛКА ПОЛЯНА,651,431
49477,БУРГАС,АЙТОС,С. МЪГЛЕН,1581,1329
56321,БУРГАС,АЙТОС,С. ПЕЩЕРСКО,979,734
56438,БУРГАС,АЙТОС,С. ПИРНЕ,600,854
57426,БУРГАС,АЙТОС,С. ПОЛЯНОВО,479,397
62013,БУРГАС,АЙТОС,С. РАКЛИНОВО,163,154
70473,БУРГАС,АЙТОС,С. СЪДИЕВО,298,361
72727,БУРГАС,АЙТОС,С. ТОПОЛИЦА,1076,989
80813,БУРГАС,АЙТОС,С. ЧЕРНА МОГИЛА,500,379
81102,БУРГАС,АЙТОС,С. ЧЕРНОГРАД,661,603
81640,БУРГАС,АЙТОС,С. ЧУКАРКА,772,705
07079,БУРГАС,БУРГАС,ГР. БУРГАС,226039,211738
07332,БУРГАС,БУРГАС,ГР. БЪЛГАРОВО,2012,1974
06152,БУРГАС,БУРГАС,С. БРАТОВО,110,138
06776,БУРГАС,БУРГАС,С. БРЯСТОВЕЦ,221,352
21141,БУРГАС,БУРГАС,С. ДИМЧЕВО,147,188
23090,БУРГАС,БУРГАС,С. ДРАГАНОВО,500,429
32367,БУРГАС,БУРГАС,С. ИЗВОР,471,692
32425,БУРГАС,БУРГАС,С. ИЗВОРИЩЕ,419,379
47202,БУРГАС,БУРГАС,С. МАРИНКА,1061,1158
48409,БУРГАС,БУРГАС,С. МИРОЛЮБОВО,82,92
61145,БУРГАС,БУРГАС,С. РАВНЕЦ,1573,1570
72151,БУРГАС,БУРГАС,С. ТВЪРДИЦА,414,457
17974,БУРГАС,СРЕДЕЦ,ГР. СРЕДЕЦ,9485,9164
03349,БУРГАС,СРЕДЕЦ,С. БЕЛЕВРЕН,10,17
03455,БУРГАС,СРЕДЕЦ,С. БЕЛИЛА,13,55
04176,БУРГАС,СРЕДЕЦ,С. БИСТРЕЦ,49,154
04621,БУРГАС,СРЕДЕЦ,С. БОГДАНОВО,41,68
10166,БУРГАС,СРЕДЕЦ,С. ВАРОВНИК,7,15
72059,БУРГАС,СРЕДЕЦ,С. ВЪЛЧАНОВО,30,141
15816,БУРГАС,СРЕДЕЦ,С. ГОЛЯМО БУКОВО,39,156
17035,БУРГАС,СРЕДЕЦ,С. ГОРНО ЯБЪЛКОВО,17,43
17720,БУРГАС,СРЕДЕЦ,С. ГРАНИТЕЦ,10,17
17779,БУРГАС,СРЕДЕЦ,С. ГРАНИЧАР,5,30
20273,БУРГАС,СРЕДЕЦ,С. ДЕБЕЛТ,1834,2077
