ekatte,region,municipality,settlement,permanent_2014,current_2014
27231,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. ЕЛЕНОВО,407,183
30702,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. ЗЕЛЕНДОЛ,213,211
00134,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. ИЗГРЕВ,699,534
37263,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. КЛИСУРА,25,19
43520,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. ЛЕШКО,941,227
43863,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. ЛИСИЯ,11,9
68792,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. ЛОГОДАЖ,2448,310
47370,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. МАРУЛЕВО,67,51
49179,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. МОЩАНЕЦ,24,51
53031,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. ОБЕЛ,41,35
55107,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. ПАДЕШ,611,599
57159,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. ПОКРОВНИК,2039,888
62699,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. РИЛЦИ,4064,787
66055,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. СЕЛИЩЕ,270,353
78464,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. ЦЕРОВО,731,704
17395,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,ГР. ГОЦЕ ДЕЛЧЕВ,22194,20324
02600,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,С. БАНИЧАН,613,559
05606,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,С. БОРОВО,1183,1006
06306,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,С. БРЕЗНИЦА,3794,3420
07003,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,С. БУКОВО,1085,944
17347,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,С. ГОСПОДИНЦИ,500,495
20585,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,С. ДЕЛЧЕВО,51,38
21680,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,С. ДОБРОТИНО,33,41
38666,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,С. КОРНИЦА,2306,1598
44416,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,С. ЛЪЖНИЦА,1996,1547
49432,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,С. МУСОМИЩА,2220,2211
02381,БЛАГОЕВГРАД,ГЪРМЕН,С. БАЛДЕВО,190,174
16763,БЛАГОЕВГРАД,ГЪРМЕН,С. ГОРНО ДРЯНОВО,1080,1033
18366,БЛАГОЕВГРАД,ГЪРМЕН,С. ГЪРМЕН,2115,1849
20331,БЛАГОЕВГРАД,ГЪРМЕН,С. ДЕБРЕН,2554,2304
22616,БЛАГОЕВГРАД,ГЪРМЕН,С. ДОЛНО ДРЯНОВО,1332,1261
24267,БЛАГОЕВГРАД,ГЪРМЕН,С. ДЪБНИЦА,2261,1622
37472,БЛАГОЕВГРАД,ГЪРМЕН,С. КОВАЧЕВИЦА,48,37
40138,БЛАГОЕВГРАД,ГЪРМЕН,С. КРУШЕВО,279,243
43606,БЛАГОЕВГРАД,ГЪРМЕН,С. ЛЕЩЕН,5,10
47408,БЛАГОЕВГРАД,ГЪРМЕН,С. МАРЧЕВО,148,167
53326,БЛАГОЕВГРАД,ГЪРМЕН,С. ОГНЯНОВО,1702,1478
53727,БЛАГОЕВГРАД,ГЪРМЕН,С. ОРЕШЕ,262,226
54184,БЛАГОЕВГРАД,ГЪРМЕН,С. ОСИКОВО,571,498
62640,БЛАГОЕВГРАД,ГЪРМЕН,С. РИБНОВО,3003,2501
66874,БЛАГОЕВГРАД,ГЪРМЕН,С. СКРЕБАТНО,287,262
77222,БЛАГОЕВГРАД,ГЪРМЕН,С. ХВОСТЯНЕ,1314,592
39699,БЛАГОЕВГРАД,КРЕСНА,ГР. КРЕСНА,3699,3620
11569,БЛАГОЕВГРАД,КРЕСНА,С. ВЛАХИ,9,5
16136,БЛАГОЕВГРАД,КРЕСНА,С. ГОРНА БРЕЗНИЦА,536,587
22068,БЛАГОЕВГРАД,КРЕСНА,С. ДОЛНА ГРАДЕШНИЦА,641,669
54537,БЛАГОЕВГРАД,КРЕСНА,С. ОЩАВА,69,77
67369,БЛАГОЕВГРАД,КРЕСНА,С. СЛИВНИЦА,616,622
56126,БЛАГОЕВГРАД,ПЕТРИЧ,ГР. ПЕТРИЧ,39197,30861
02806,БЛАГОЕВГРАД,ПЕТРИЧ,С. БАСКАЛЦИ,73,69
03294,БЛАГОЕВГРАД,ПЕТРИЧ,С. БЕЛАСИЦА,1177,1062
66322,БЛАГОЕВГРАД,ПЕТРИЧ,С. БОГОРОДИЦА,43,22
05596,БЛАГОЕВГРАД,ПЕТРИЧ,С. БОРОВИЧЕНЕ,58,58
11358,БЛАГОЕВГРАД,ПЕТРИЧ,С. ВИШЛЕНЕ,52,53
12036,БЛАГОЕВГРАД,ПЕТРИЧ,С. ВОЛНО,48,18
14091,БЛАГОЕВГРАД,ПЕТРИЧ,С. ГАБРЕНЕ,939,762
14581,БЛАГОЕВГРАД,ПЕТРИЧ,С. ГЕГА,255,243
58390,БЛАГОЕВГРАД,ПЕТРИЧ,С. ГЕНЕРАЛ ТОДОРОВ,700,639
17302,БЛАГОЕВГРАД,ПЕТРИЧ,С. ГОРЧЕВО,4,5
21885,БЛАГОЕВГРАД,ПЕТРИЧ,С. ДОЛЕНЕ,18,23
22143,БЛАГОЕВГРАД,ПЕТРИЧ,С. ДОЛНА КРУШИЦА,188,172
22246,БЛАГОЕВГРАД,ПЕТРИЧ,С. ДОЛНА РИБНИЦА,366,349
22842,БЛАГОЕВГРАД,ПЕТРИЧ,С. ДОЛНО СПАНЧЕВО,106,96
23488,БЛАГОЕВГРАД,ПЕТРИЧ,С. ДРАГУШ,37,34
23563,БЛАГОЕВГРАД,ПЕТРИЧ,С. ДРАНГОВО,555,489
23683,БЛАГОЕВГРАД,ПЕТРИЧ,С. ДРЕНОВИЦА,15,13
23697,БЛАГОЕВГРАД,ПЕТРИЧ,С. ДРЕНОВО,97,106
31317,БЛАГОЕВГРАД,ПЕТРИЧ,С. ЗОЙЧЕНЕ,50,51
32086,БЛАГОЕВГРАД,ПЕТРИЧ,С. ИВАНОВО,6,8
35081,БЛАГОЕВГРАД,ПЕТРИЧ,С. КАВРАКИРОВО,1635,1579
35688,БЛАГОЕВГРАД,ПЕТРИЧ,С. КАМЕНА,344,279
36083,БЛАГОЕВГРАД,ПЕТРИЧ,С. КАПАТОВО,167,172
37143,БЛАГОЕВГРАД,ПЕТРИЧ,С. КЛАДЕНЦИ,38,39
37349,БЛАГОЕВГРАД,ПЕТРИЧ,С. КЛЮЧ,990,835
37989,БЛАГОЕВГРАД,ПЕТРИЧ,С. КОЛАРОВО,2124,1982
39935,БЛАГОЕВГРАД,ПЕТРИЧ,С. КРОМИДОВО,122,143
40302,БЛАГОЕВГРАД,ПЕТРИЧ,С. КРЪНДЖИЛИЦА,7,5
40508,БЛАГОЕВГРАД,ПЕТРИЧ,С. КУКУРАХЦЕВО,53,49
40539,БЛАГОЕВГРАД,ПЕТРИЧ,С. КУЛАТА,828,836
40912,БЛАГОЕВГРАД,ПЕТРИЧ,С. КЪРНАЛОВО,1800,1700
47189,БЛАГОЕВГРАД,ПЕТРИЧ,С. МАРИКОСТИНОВО,1294,1268
47247,БЛАГОЕВГРАД,ПЕТРИЧ,С. МАРИНО ПОЛЕ,315,291
47799,БЛАГОЕВГРАД,ПЕТРИЧ,С. МЕНДОВО,106,101
48458,БЛАГОЕВГРАД,ПЕТРИЧ,С. МИТИНО,402,354
48578,БЛАГОЕВГРАД,ПЕТРИЧ,С. МИХНЕВО,1115,1050
52091,БЛАГОЕВГРАД,ПЕТРИЧ,С. НОВО КОНОМЛАДИ,147,137
58061,БЛАГОЕВГРАД,ПЕТРИЧ,С. ПРАВО БЪРДО,64,60
59077,БЛАГОЕВГРАД,ПЕТРИЧ,С. ПЪРВОМАЙ,3646,3412
62623,БЛАГОЕВГРАД,ПЕТРИЧ,С. РИБНИК,149,150
49312,БЛАГОЕВГРАД,ПЕТРИЧ,С. РУПИТЕ,1091,1065
63542,БЛАГОЕВГРАД,ПЕТРИЧ,С. РЪЖДАК,260,248
65288,БЛАГОЕВГРАД,ПЕТРИЧ,С. САМУИЛОВА КРЕПОСТ,0,1
65293,БЛАГОЕВГРАД,ПЕТРИЧ,С. САМУИЛОВО,927,910
66901,БЛАГОЕВГРАД,ПЕТРИЧ,С. СКРЪТ,1348,1005
69119,БЛАГОЕВГРАД,ПЕТРИЧ,С. СТАРЧЕВО,578,573
69941,БЛАГОЕВГРАД,ПЕТРИЧ,С. СТРУМЕШНИЦА,384,355
72672,БЛАГОЕВГРАД,ПЕТРИЧ,С. ТОНСКО ДАБЕ,2,1
72744,БЛАГОЕВГРАД,ПЕТРИЧ,С. ТОПОЛНИЦА,757,696
81788,БЛАГОЕВГРАД,ПЕТРИЧ,С. ЧУРИЛОВО,42,39
81791,БЛАГОЕВГРАД,ПЕТРИЧ,С. ЧУРИЧЕНИ,173,149
81832,БЛАГОЕВГРАД,ПЕТРИЧ,С. ЧУЧУЛИГОВО,202,189
87134,БЛАГОЕВГРАД,ПЕТРИЧ,С. ЯВОРНИЦА,991,850
87312,БЛАГОЕВГРАД,ПЕТРИЧ,С. ЯКОВО,65,83
61813,БЛАГОЕВГРАД,РАЗЛОГ,ГР. РАЗЛОГ,13391,12810
02693,БЛАГОЕВГРАД,РАЗЛОГ,С. БАНЯ,2985,2938
02960,БЛАГОЕВГРАД,РАЗЛОГ,С. БАЧЕВО,1657,1641
15326,БЛАГОЕВГРАД,РАЗЛОГ,С. ГОДЛЕВО,531,493
16754,БЛАГОЕВГРАД,РАЗЛОГ,С. ГОРНО ДРАГЛИЩЕ,940,914
21748,БЛАГОЕВГРАД,РАЗЛОГ,С. ДОБЪРСКО,624,609
22602,БЛАГОЕВГРАД,РАЗЛОГ,С. ДОЛНО ДРАГЛИЩЕ,622,706
27293,БЛАГОЕВГРАД,РАЗЛОГ,С. ЕЛЕШНИЦА,1451,1416
47754,БЛАГОЕВГРАД,САНДАНСКИ,ГР. МЕЛНИК,211,330
65334,БЛАГОЕВГРАД,САНДАНСКИ,ГР. САНДАНСКИ,30845,28113
03335,БЛАГОЕВГРАД,САНДАНСКИ,С. БЕЛЕВЕХЧЕВО,1,0
03784,БЛАГОЕВГРАД,САНДАНСКИ,С. БЕЛЬОВО,6,4
04933,БЛАГОЕВГРАД,САНДАНСКИ,С. БОЖДОВО,3,3
11168,БЛАГОЕВГРАД,САНДАНСКИ,С. ВИНОГРАДИ,55,51
11315,БЛАГОЕВГРАД,САНДАНСКИ,С. ВИХРЕН,3,3
12200,БЛАГОЕВГРАД,САНДАНСКИ,С. ВРАНЯ,122,115
12471,БЛАГОЕВГРАД,САНДАНСКИ,С. ВЪЛКОВО,413,397
15549,БЛАГОЕВГРАД,САНДАНСКИ,С. ГОЛЕМ ЦАЛИМ,10,10
15583,БЛАГОЕВГРАД,САНДАНСКИ,С. ГОЛЕШОВО,42,44
16403,БЛАГОЕВГРАД,САНДАНСКИ,С. ГОРНА СУШИЦА,30,29
16969,БЛАГОЕВГРАД,САНДАНСКИ,С. ГОРНО СПАНЧЕВО,75,85
20105,БЛАГОЕВГРАД,САНДАНСКИ,С. ДАМЯНИЦА,1327,1325
20345,БЛАГОЕВГРАД,САНДАНСКИ,С. ДЕБРЕНЕ,43,48
20780,БЛАГОЕВГРАД,САНДАНСКИ,С. ДЖИГУРОВО,724,722
21909,БЛАГОЕВГРАД,САНДАНСКИ,С. ДОЛЕНИ,4,5
31139,БЛАГОЕВГРАД,САНДАНСКИ,С. ЗЛАТОЛИСТ,11,10
20910,БЛАГОЕВГРАД,САНДАНСКИ,С. ЗОРНИЦА,81,90
35362,БЛАГОЕВГРАД,САНДАНСКИ,С. КАЛИМАНЦИ,207,182
36693,БЛАГОЕВГРАД,САНДАНСКИ,С. КАТУНЦИ,1373,1295
36734,БЛАГОЕВГРАД,САНДАНСКИ,С. КАШИНА,9,15
37486,БЛАГОЕВГРАД,САНДАНСКИ,С. КОВАЧЕВО,14,31
40378,БЛАГОЕВГРАД,САНДАНСКИ,С. КРЪСТИЛЦИ,13,16
40926,БЛАГОЕВГРАД,САНДАНСКИ,С. КЪРЛАНОВО,48,37
43030,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛАДАРЕВО,24,27
43150,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛАСКАРЕВО,184,167
43181,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛЕБНИЦА,415,389
43243,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛЕВУНОВО,669,697
43503,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛЕХОВО,6,5
43565,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛЕШНИЦА,792,669
43699,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛИЛЯНОВО,262,224
44121,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛОЗЕНИЦА,73,63
44625,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛЮБОВИЩЕ,19,21
44639,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛЮБОВКА,23,30
46526,БЛАГОЕВГРАД,САНДАНСКИ,С. МАЛКИ ЦАЛИМ,7,8
52074,БЛАГОЕВГРАД,САНДАНСКИ,С. НОВО ДЕЛЧЕВО,1176,1119
52307,БЛАГОЕВГРАД,САНДАНСКИ,С. НОВО ХОДЖОВО,61,55
56174,БЛАГОЕВГРАД,САНДАНСКИ,С. ПЕТРОВО,531,541
56352,БЛАГОЕВГРАД,САНДАНСКИ,С. ПИПЕРИЦА,17,16
56410,БЛАГОЕВГРАД,САНДАНСКИ,С. ПИРИН,201,176
56839,БЛАГОЕВГРАД,САНДАНСКИ,С. ПЛОСКИ,635,589
57176,БЛАГОЕВГРАД,САНДАНСКИ,С. ПОЛЕНИЦА,1248,1166
62918,БЛАГОЕВГРАД,САНДАНСКИ,С. РОЖЕН,13,12
66785,БЛАГОЕВГРАД,САНДАНСКИ,С. СКЛАВЕ,1464,1470
68223,БЛАГОЕВГРАД,САНДАНСКИ,С. СПАТОВО,98,96
69290,БЛАГОЕВГРАД,САНДАНСКИ,С. СТОЖА,37,75
69938,БЛАГОЕВГРАД,САНДАНСКИ,С. СТРУМА,609,567
70189,БЛАГОЕВГРАД,САНДАНСКИ,С. СУГАРЕВО,20,19
77361,БЛАГОЕВГРАД,САНДАНСКИ,С. ХОТОВО,100,93
77414,БЛАГОЕВГРАД,САНДАНСКИ,С. ХРАСНА,3,10
77565,БЛАГОЕВГРАД,САНДАНСКИ,С. ХЪРСОВО,213,198
80618,БЛАГОЕВГРАД,САНДАНСКИ,С. ЧЕРЕШНИЦА,43,44
87446,БЛАГОЕВГРАД,САНДАНСКИ,С. ЯНОВО,154,141
04707,БЛАГОЕВГРАД,САТОВЧА,С. БОГОЛИН,475,442
10046,БЛАГОЕВГРАД,САТОВЧА,С. ВАКЛИНОВО,1300,1070
12499,БЛАГОЕВГРАД,САТОВЧА,С. ВЪЛКОСЕЛ,2787,2395
15312,БЛАГОЕВГРАД,САТОВЧА,С. ГОДЕШЕВО,972,831
21868,БЛАГОЕВГРАД,САТОВЧА,С. ДОЛЕН,402,381
29372,БЛАГОЕВГРАД,САТОВЧА,С. ЖИЖЕВО,359,374
39089,БЛАГОЕВГРАД,САТОВЧА,С. КОЧАН,3437,2792
39726,БЛАГОЕВГРАД,САТОВЧА,С. КРИБУЛ,416,361
54225,БЛАГОЕВГРАД,САТОВЧА,С. ОСИНА,630,574
56740,БЛАГОЕВГРАД,САТОВЧА,С. ПЛЕТЕНА,2016,1772
65440,БЛАГОЕВГРАД,САТОВЧА,С. САТОВЧА,2467,1926
67270,БЛАГОЕВГРАД,САТОВЧА,С. СЛАЩЕН,2324,1853
73519,БЛАГОЕВГРАД,САТОВЧА,С. ТУХОВИЩА,882,780
76203,БЛАГОЕВГРАД,САТОВЧА,С. ФЪРГОВО,481,470
66460,БЛАГОЕВГРАД,СИМИТЛИ,ГР. СИМИТЛИ,7464,7254
06238,БЛАГОЕВГРАД,СИМИТЛИ,С. БРЕЖАНИ,813,794
06522,БЛАГОЕВГРАД,СИМИТЛИ,С. БРЕСТОВО,10,16
16870,БЛАГОЕВГРАД,СИМИТЛИ,С. ГОРНО ОСЕНОВО,6,5
17405,БЛАГОЕВГРАД,СИМИТЛИ,С. ГРАДЕВО,182,173
21837,БЛАГОЕВГРАД,СИМИТЛИ,С. ДОКАТИЧЕВО,6,5
22753,БЛАГОЕВГРАД,СИМИТЛИ,С. ДОЛНО ОСЕНОВО,1603,1476
29146,БЛАГОЕВГРАД,СИМИТЛИ,С. ЖЕЛЕЗНИЦА,321,324
40052,БЛАГОЕВГРАД,СИМИТЛИ,С. КРУПНИК,2261,2149
48012,БЛАГОЕВГРАД,СИМИТЛИ,С. МЕЧКУЛ,19,39
57162,БЛАГОЕВГРАД,СИМИТЛИ,С. ПОЛЕНА,758,715
57203,БЛАГОЕВГРАД,СИМИТЛИ,С. ПОЛЕТО,681,657
61978,БЛАГОЕВГРАД,СИМИТЛИ,С. РАКИТНА,103,118
66247,БЛАГОЕВГРАД,СИМИТЛИ,С. СЕНОКОС,36,40
70370,БЛАГОЕВГРАД,СИМИТЛИ,С. СУХОСТРЕЛ,7,16
71831,БЛАГОЕВГРАД,СИМИТЛИ,С. СУШИЦА,59,76
73184,БЛАГОЕВГРАД,СИМИТЛИ,С. ТРОСКОВО,4,10
81013,БЛАГОЕВГРАД,СИМИТЛИ,С. ЧЕРНИЧЕ,1113,1049
10608,БЛАГОЕВГРАД,СТРУМЯНИ,С. ВЕЛЮЩЕЦ,3,2
12142,БЛАГОЕВГРАД,СТРУМЯНИ,С. ВРАКУПОВИЦА,20,16
16033,БЛАГОЕВГРАД,СТРУМЯНИ,С. ГОРЕМЕ,78,73
16273,БЛАГОЕВГРАД,СТРУМЯНИ,С. ГОРНА КРУШИЦА,55,75
16362,БЛАГОЕВГРАД,СТРУМЯНИ,С. ГОРНА РИБНИЦА,4,2
21467,БЛАГОЕВГРАД,СТРУМЯНИ,С. ДОБРИ ЛАКИ,180,160
23532,БЛАГОЕВГРАД,СТРУМЯНИ,С. ДРАКАТА,160,145
32322,БЛАГОЕВГРАД,СТРУМЯНИ,С. ИГРАЛИЩЕ,307,260
32665,БЛАГОЕВГРАД,СТРУМЯНИ,С. ИЛИНДЕНЦИ,869,841
35818,БЛАГОЕВГРАД,СТРУМЯНИ,С. КАМЕНИЦА,109,115
37191,БЛАГОЕВГРАД,СТРУМЯНИ,С. КЛЕПАЛО,35,35
38056,БЛАГОЕВГРАД,СТРУМЯНИ,С. КОЛИБИТЕ,3,5
40957,БЛАГОЕВГРАД,СТРУМЯНИ,С. КЪРПЕЛЕВО,34,29
47473,БЛАГОЕВГРАД,СТРУМЯНИ,С. МАХАЛАТА,29,37
49686,БЛАГОЕВГРАД,СТРУМЯНИ,С. МИКРЕВО,2415,2383
51737,БЛАГОЕВГРАД,СТРУМЯНИ,С. НИКУДИН,86,94
55227,БЛАГОЕВГРАД,СТРУМЯНИ,С. ПАЛАТ,39,37
61772,БЛАГОЕВГРАД,СТРУМЯНИ,С. РАЗДОЛ,209,193
65930,БЛАГОЕВГРАД,СТРУМЯНИ,С. СЕДЕЛЕЦ,29,25
69969,БЛАГОЕВГРАД,СТРУМЯНИ,С. СТРУМЯНИ,928,924
78046,БЛАГОЕВГРАД,СТРУМЯНИ,С. ЦАПАРЕВО,180,159
77058,БЛАГОЕВГРАД,ХАДЖИДИМОВО,ГР. ХАДЖИДИМОВО,2970,2685
00014,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. АБЛАНИЦА,2909,2675
03976,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. БЕСЛЕН,759,730
04399,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. БЛАТСКА,835,632
14341,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ГАЙТАНИНОВО,62,67
32648,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ИЛИНДЕН,93,83
38532,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. КОПРИВЛЕН,1370,1452
44464,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ЛЪКИ,38,50
51860,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. НОВА ЛОВЧА,56,58
52101,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. НОВО ЛЕСКИ,438,400
55467,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ПАРИЛ,7,14
56109,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ПЕТРЕЛИК,175,160
65108,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. САДОВО,435,432
72268,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ТЕПЛЕН,498,457
72374,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ТЕШОВО,178,167
87338,БЛАГОЕВГРАД,ЯКОРУДА,ГР. ЯКОРУДА,6031,5486
00059,БЛАГОЕВГРАД,ЯКОРУДА,С. АВРАМОВО,734,666
03561,БЛАГОЕВГРАД,ЯКОРУДА,С. БЕЛ КАМЕН,596,559
07822,БЛАГОЕВГРАД,ЯКОРУДА,С. БУНЦЕВО,538,545
38220,БЛАГОЕВГРАД,ЯКОРУДА,С. КОНАРСКО,990,926
32603,БЛАГОЕВГРАД,ЯКОРУДА,С. СМОЛЕВО,571,539
81850,БЛАГОЕВГРАД,ЯКОРУДА,С. ЧЕРНА МЕСТА,419,389
86101,БЛАГОЕВГРАД,ЯКОРУДА,С. ЮРУКОВО,1201,1181
00151,БУРГАС,АЙТОС,ГР. АЙТОС,24588,22423
23889,БУРГАС,АЙТОС,С. ДРЯНКОВЕЦ,211,185
30805,БУРГАС,АЙТОС,С. ЗЕТЬОВО,318,257
36227,БУРГАС,АЙТОС,С. КАРАГЕОРГИЕВО,1755,1399
36381,БУРГАС,АЙТОС,С. КАРАНОВО,933,848
44817,БУРГАС,АЙТОС,С. ЛЯСКОВО,90,145
46440,БУРГАС,АЙТОС,С. МАЛКА ПОЛЯНА,635,430
49477,БУРГАС,АЙТОС,С. МЪГЛЕН,1564,1325
56321,БУРГАС,АЙТОС,С. ПЕЩЕРСКО,981,740
56438,БУРГАС,АЙТОС,С. ПИРНЕ,601,813
57426,БУРГАС,АЙТОС,С. ПОЛЯНОВО,483,400
62013,БУРГАС,АЙТОС,С. РАКЛИНОВО,162,153
70473,БУРГАС,АЙТОС,С. СЪДИЕВО,300,359
72727,БУРГАС,АЙТОС,С. ТОПОЛИЦА,1079,998
80813,БУРГАС,АЙТОС,С. ЧЕРНА МОГИЛА,501,379
81102,БУРГАС,АЙТОС,С. ЧЕРНОГРАД,662,620
81640,БУРГАС,АЙТОС,С. ЧУКАРКА,763,696
07079,БУРГАС,БУРГАС,ГР. БУРГАС,219616,206630
07332,БУРГАС,БУРГАС,ГР. БЪЛГАРОВО,2017,1989
06152,БУРГАС,БУРГАС,С. БРАТОВО,111,132
06776,БУРГАС,БУРГАС,С. БРЯСТОВЕЦ,223,332
21141,БУРГАС,БУРГАС,С. ДИМЧЕВО,150,156
23090,БУРГАС,БУРГАС,С. ДРАГАНОВО,500,433
32367,БУРГАС,БУРГАС,С. ИЗВОР,484,709
32425,БУРГАС,БУРГАС,С. ИЗВОРИЩЕ,411,376
47202,БУРГАС,БУРГАС,С. МАРИНКА,1083,1176
48409,БУРГАС,БУРГАС,С. МИРОЛЮБОВО,82,94
61145,БУРГАС,БУРГАС,С. РАВНЕЦ,1565,1567
63183,БУРГАС,БУРГАС,С. РУДНИК,3897,3675
72151,БУРГАС,БУРГАС,С. ТВЪРДИЦА,425,450
81164,БУРГАС,БУРГАС,С. ЧЕРНО МОРЕ,2168,2298
17974,БУРГАС,СРЕДЕЦ,ГР. СРЕДЕЦ,9542,9134
03349,БУРГАС,СРЕДЕЦ,С. БЕЛЕВРЕН,11,18
03455,БУРГАС,СРЕДЕЦ,С. БЕЛИЛА,12,52
04176,БУРГАС,СРЕДЕЦ,С. БИСТРЕЦ,54,162
04621,БУРГАС,СРЕДЕЦ,С. БОГДАНОВО,43,63
10166,БУРГАС,СРЕДЕЦ,С. ВАРОВНИК,8,16
72059,БУРГАС,СРЕДЕЦ,С. ВЪЛЧАНОВО,38,153
15816,БУРГАС,СРЕДЕЦ,С. ГОЛЯМО БУКОВО,40,150
