ekatte,region,municipality,settlement,permanent_2019,current_2019
40912,БЛАГОЕВГРАД,ПЕТРИЧ,С. КЪРНАЛОВО,1750,1616
47189,БЛАГОЕВГРАД,ПЕТРИЧ,С. МАРИКОСТИНОВО,1234,1205
47247,БЛАГОЕВГРАД,ПЕТРИЧ,С. МАРИНО ПОЛЕ,308,259
47799,БЛАГОЕВГРАД,ПЕТРИЧ,С. МЕНДОВО,100,81
48458,БЛАГОЕВГРАД,ПЕТРИЧ,С. МИТИНО,421,318
48578,БЛАГОЕВГРАД,ПЕТРИЧ,С. МИХНЕВО,1057,978
52091,БЛАГОЕВГРАД,ПЕТРИЧ,С. НОВО КОНОМЛАДИ,123,123
58061,БЛАГОЕВГРАД,ПЕТРИЧ,С. ПРАВО БЪРДО,48,48
59077,БЛАГОЕВГРАД,ПЕТРИЧ,С. ПЪРВОМАЙ,3720,3333
62623,БЛАГОЕВГРАД,ПЕТРИЧ,С. РИБНИК,137,137
49312,БЛАГОЕВГРАД,ПЕТРИЧ,С. РУПИТЕ,1056,1016
63542,БЛАГОЕВГРАД,ПЕТРИЧ,С. РЪЖДАК,260,268
65293,БЛАГОЕВГРАД,ПЕТРИЧ,С. САМУИЛОВО,884,857
66901,БЛАГОЕВГРАД,ПЕТРИЧ,С. СКРЪТ,1429,964
69119,БЛАГОЕВГРАД,ПЕТРИЧ,С. СТАРЧЕВО,539,535
69941,БЛАГОЕВГРАД,ПЕТРИЧ,С. СТРУМЕШНИЦА,390,313
72672,БЛАГОЕВГРАД,ПЕТРИЧ,С. ТОНСКО ДАБЕ,1,3
72744,БЛАГОЕВГРАД,ПЕТРИЧ,С. ТОПОЛНИЦА,723,665
81788,БЛАГОЕВГРАД,ПЕТРИЧ,С. ЧУРИЛОВО,38,34
81791,БЛАГОЕВГРАД,ПЕТРИЧ,С. ЧУРИЧЕНИ,135,125
81832,БЛАГОЕВГРАД,ПЕТРИЧ,С. ЧУЧУЛИГОВО,180,180
87134,БЛАГОЕВГРАД,ПЕТРИЧ,С. ЯВОРНИЦА,1013,805
87312,БЛАГОЕВГРАД,ПЕТРИЧ,С. ЯКОВО,59,74
61813,БЛАГОЕВГРАД,РАЗЛОГ,ГР. РАЗЛОГ,13194,12487
02693,БЛАГОЕВГРАД,РАЗЛОГ,С. БАНЯ,2935,2891
02960,БЛАГОЕВГРАД,РАЗЛОГ,С. БАЧЕВО,1603,1564
15326,БЛАГОЕВГРАД,РАЗЛОГ,С. ГОДЛЕВО,504,474
16754,БЛАГОЕВГРАД,РАЗЛОГ,С. ГОРНО ДРАГЛИЩЕ,885,864
21748,БЛАГОЕВГРАД,РАЗЛОГ,С. ДОБЪРСКО,587,554
22602,БЛАГОЕВГРАД,РАЗЛОГ,С. ДОЛНО ДРАГЛИЩЕ,600,664
27293,БЛАГОЕВГРАД,РАЗЛОГ,С. ЕЛЕШНИЦА,1355,1281
47754,БЛАГОЕВГРАД,САНДАНСКИ,ГР. МЕЛНИК,201,262
65334,БЛАГОЕВГРАД,САНДАНСКИ,ГР. САНДАНСКИ,30696,27462
03335,БЛАГОЕВГРАД,САНДАНСКИ,С. БЕЛЕВЕХЧЕВО,0,6
03784,БЛАГОЕВГРАД,САНДАНСКИ,С. БЕЛЬОВО,2,0
04933,БЛАГОЕВГРАД,САНДАНСКИ,С. БОЖДОВО,2,6
11168,БЛАГОЕВГРАД,САНДАНСКИ,С. ВИНОГРАДИ,49,46
11315,БЛАГОЕВГРАД,САНДАНСКИ,С. ВИХРЕН,3,0
12200,БЛАГОЕВГРАД,САНДАНСКИ,С. ВРАНЯ,99,112
12471,БЛАГОЕВГРАД,САНДАНСКИ,С. ВЪЛКОВО,425,399
15549,БЛАГОЕВГРАД,САНДАНСКИ,С. ГОЛЕМ ЦАЛИМ,10,16
15583,БЛАГОЕВГРАД,САНДАНСКИ,С. ГОЛЕШОВО,25,29
16403,БЛАГОЕВГРАД,САНДАНСКИ,С. ГОРНА СУШИЦА,21,21
16969,БЛАГОЕВГРАД,САНДАНСКИ,С. ГОРНО СПАНЧЕВО,70,70
20105,БЛАГОЕВГРАД,САНДАНСКИ,С. ДАМЯНИЦА,1288,1288
20345,БЛАГОЕВГРАД,САНДАНСКИ,С. ДЕБРЕНЕ,29,38
20780,БЛАГОЕВГРАД,САНДАНСКИ,С. ДЖИГУРОВО,711,718
21909,БЛАГОЕВГРАД,САНДАНСКИ,С. ДОЛЕНИ,4,5
31139,БЛАГОЕВГРАД,САНДАНСКИ,С. ЗЛАТОЛИСТ,11,9
20910,БЛАГОЕВГРАД,САНДАНСКИ,С. ЗОРНИЦА,74,84
35362,БЛАГОЕВГРАД,САНДАНСКИ,С. КАЛИМАНЦИ,178,162
36693,БЛАГОЕВГРАД,САНДАНСКИ,С. КАТУНЦИ,1232,1176
36734,БЛАГОЕВГРАД,САНДАНСКИ,С. КАШИНА,4,10
37486,БЛАГОЕВГРАД,САНДАНСКИ,С. КОВАЧЕВО,10,24
40378,БЛАГОЕВГРАД,САНДАНСКИ,С. КРЪСТИЛЦИ,8,12
40926,БЛАГОЕВГРАД,САНДАНСКИ,С. КЪРЛАНОВО,41,36
43030,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛАДАРЕВО,20,30
43150,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛАСКАРЕВО,166,145
43181,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛЕБНИЦА,391,374
43243,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛЕВУНОВО,595,642
43503,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛЕХОВО,4,3
43565,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛЕШНИЦА,779,667
43699,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛИЛЯНОВО,256,217
44121,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛОЗЕНИЦА,66,65
44625,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛЮБОВИЩЕ,13,18
44639,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛЮБОВКА,22,27
46526,БЛАГОЕВГРАД,САНДАНСКИ,С. МАЛКИ ЦАЛИМ,4,5
52074,БЛАГОЕВГРАД,САНДАНСКИ,С. НОВО ДЕЛЧЕВО,1107,1013
52307,БЛАГОЕВГРАД,САНДАНСКИ,С. НОВО ХОДЖОВО,49,45
56174,БЛАГОЕВГРАД,САНДАНСКИ,С. ПЕТРОВО,451,452
56352,БЛАГОЕВГРАД,САНДАНСКИ,С. ПИПЕРИЦА,11,10
56410,БЛАГОЕВГРАД,САНДАНСКИ,С. ПИРИН,167,141
56839,БЛАГОЕВГРАД,САНДАНСКИ,С. ПЛОСКИ,564,702
57176,БЛАГОЕВГРАД,САНДАНСКИ,С. ПОЛЕНИЦА,1291,1218
62918,БЛАГОЕВГРАД,САНДАНСКИ,С. РОЖЕН,9,13
66785,БЛАГОЕВГРАД,САНДАНСКИ,С. СКЛАВЕ,1411,1396
68223,БЛАГОЕВГРАД,САНДАНСКИ,С. СПАТОВО,84,105
69290,БЛАГОЕВГРАД,САНДАНСКИ,С. СТОЖА,33,67
69938,БЛАГОЕВГРАД,САНДАНСКИ,С. СТРУМА,585,552
70189,БЛАГОЕВГРАД,САНДАНСКИ,С. СУГАРЕВО,13,12
77361,БЛАГОЕВГРАД,САНДАНСКИ,С. ХОТОВО,91,109
77414,БЛАГОЕВГРАД,САНДАНСКИ,С. ХРАСНА,0,8
77565,БЛАГОЕВГРАД,САНДАНСКИ,С. ХЪРСОВО,180,186
80618,БЛАГОЕВГРАД,САНДАНСКИ,С. ЧЕРЕШНИЦА,28,34
87446,БЛАГОЕВГРАД,САНДАНСКИ,С. ЯНОВО,127,116
04707,БЛАГОЕВГРАД,САТОВЧА,С. БОГОЛИН,472,420
10046,БЛАГОЕВГРАД,САТОВЧА,С. ВАКЛИНОВО,1298,1060
12499,БЛАГОЕВГРАД,САТОВЧА,С. ВЪЛКОСЕЛ,2773,2358
15312,БЛАГОЕВГРАД,САТОВЧА,С. ГОДЕШЕВО,946,807
21868,БЛАГОЕВГРАД,САТОВЧА,С. ДОЛЕН,382,357
29372,БЛАГОЕВГРАД,САТОВЧА,С. ЖИЖЕВО,363,351
39089,БЛАГОЕВГРАД,САТОВЧА,С. КОЧАН,3441,2769
39726,БЛАГОЕВГРАД,САТОВЧА,С. КРИБУЛ,397,346
54225,БЛАГОЕВГРАД,САТОВЧА,С. ОСИНА,616,544
56740,БЛАГОЕВГРАД,САТОВЧА,С. ПЛЕТЕНА,1979,1725
65440,БЛАГОЕВГРАД,САТОВЧА,С. САТОВЧА,2437,1904
67270,БЛАГОЕВГРАД,САТОВЧА,С. СЛАЩЕН,2318,1846
73519,БЛАГОЕВГРАД,САТОВЧА,С. ТУХОВИЩА,889,800
76203,БЛАГОЕВГРАД,САТОВЧА,С. ФЪРГОВО,479,461
66460,БЛАГОЕВГРАД,СИМИТЛИ,ГР. СИМИТЛИ,7383,7058
06238,БЛАГОЕВГРАД,СИМИТЛИ,С. БРЕЖАНИ,766,723
06522,БЛАГОЕВГРАД,СИМИТЛИ,С. БРЕСТОВО,8,12
16870,БЛАГОЕВГРАД,СИМИТЛИ,С. ГОРНО ОСЕНОВО,5,4
17405,БЛАГОЕВГРАД,СИМИТЛИ,С. ГРАДЕВО,147,182
21837,БЛАГОЕВГРАД,СИМИТЛИ,С. ДОКАТИЧЕВО,2,2
22753,БЛАГОЕВГРАД,СИМИТЛИ,С. ДОЛНО ОСЕНОВО,1608,1525
29146,БЛАГОЕВГРАД,СИМИТЛИ,С. ЖЕЛЕЗНИЦА,294,283
40052,БЛАГОЕВГРАД,СИМИТЛИ,С. КРУПНИК,2217,2108
48012,БЛАГОЕВГРАД,СИМИТЛИ,С. МЕЧКУЛ,13,35
57162,БЛАГОЕВГРАД,СИМИТЛИ,С. ПОЛЕНА,714,672
57203,БЛАГОЕВГРАД,СИМИТЛИ,С. ПОЛЕТО,654,623
61978,БЛАГОЕВГРАД,СИМИТЛИ,С. РАКИТНА,89,101
66247,БЛАГОЕВГРАД,СИМИТЛИ,С. СЕНОКОС,28,35
70370,БЛАГОЕВГРАД,СИМИТЛИ,С. СУХОСТРЕЛ,1,6
71831,БЛАГОЕВГРАД,СИМИТЛИ,С. СУШИЦА,35,45
73184,БЛАГОЕВГРАД,СИМИТЛИ,С. ТРОСКОВО,3,10
81013,БЛАГОЕВГРАД,СИМИТЛИ,С. ЧЕРНИЧЕ,1097,1029
10608,БЛАГОЕВГРАД,СТРУМЯНИ,С. ВЕЛЮЩЕЦ,2,2
12142,БЛАГОЕВГРАД,СТРУМЯНИ,С. ВРАКУПОВИЦА,12,7
16033,БЛАГОЕВГРАД,СТРУМЯНИ,С. ГОРЕМЕ,63,62
16273,БЛАГОЕВГРАД,СТРУМЯНИ,С. ГОРНА КРУШИЦА,41,57
16362,БЛАГОЕВГРАД,СТРУМЯНИ,С. ГОРНА РИБНИЦА,3,4
21467,БЛАГОЕВГРАД,СТРУМЯНИ,С. ДОБРИ ЛАКИ,146,127
23532,БЛАГОЕВГРАД,СТРУМЯНИ,С. ДРАКАТА,152,133
32322,БЛАГОЕВГРАД,СТРУМЯНИ,С. ИГРАЛИЩЕ,263,224
32665,БЛАГОЕВГРАД,СТРУМЯНИ,С. ИЛИНДЕНЦИ,788,751
35818,БЛАГОЕВГРАД,СТРУМЯНИ,С. КАМЕНИЦА,91,105
37191,БЛАГОЕВГРАД,СТРУМЯНИ,С. КЛЕПАЛО,28,24
38056,БЛАГОЕВГРАД,СТРУМЯНИ,С. КОЛИБИТЕ,3,4
40957,БЛАГОЕВГРАД,СТРУМЯНИ,С. КЪРПЕЛЕВО,29,22
47473,БЛАГОЕВГРАД,СТРУМЯНИ,С. МАХАЛАТА,27,30
49686,БЛАГОЕВГРАД,СТРУМЯНИ,С. МИКРЕВО,2420,2350
51737,БЛАГОЕВГРАД,СТРУМЯНИ,С. НИКУДИН,69,80
55227,БЛАГОЕВГРАД,СТРУМЯНИ,С. ПАЛАТ,28,26
61772,БЛАГОЕВГРАД,СТРУМЯНИ,С. РАЗДОЛ,167,169
65930,БЛАГОЕВГРАД,СТРУМЯНИ,С. СЕДЕЛЕЦ,20,20
69969,БЛАГОЕВГРАД,СТРУМЯНИ,С. СТРУМЯНИ,871,845
78046,БЛАГОЕВГРАД,СТРУМЯНИ,С. ЦАПАРЕВО,127,122
77058,БЛАГОЕВГРАД,ХАДЖИДИМОВО,ГР. ХАДЖИДИМОВО,2846,2634
00014,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. АБЛАНИЦА,2881,2588
03976,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. БЕСЛЕН,726,683
04399,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. БЛАТСКА,848,659
14341,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ГАЙТАНИНОВО,44,57
32648,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ИЛИНДЕН,69,99
38532,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. КОПРИВЛЕН,1302,1320
44464,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ЛЪКИ,34,62
51860,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. НОВА ЛОВЧА,48,58
52101,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. НОВО ЛЕСКИ,402,363
55467,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ПАРИЛ,3,7
56109,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ПЕТРЕЛИК,157,153
65108,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. САДОВО,405,400
72268,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ТЕПЛЕН,485,468
72374,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ТЕШОВО,145,147
87338,БЛАГОЕВГРАД,ЯКОРУДА,ГР. ЯКОРУДА,5836,5343
00059,БЛАГОЕВГРАД,ЯКОРУДА,С. АВРАМОВО,731,675
03561,БЛАГОЕВГРАД,ЯКОРУДА,С. БЕЛ КАМЕН,566,529
07822,БЛАГОЕВГРАД,ЯКОРУДА,С. БУНЦЕВО,518,525
38220,БЛАГОЕВГРАД,ЯКОРУДА,С. КОНАРСКО,950,870
32603,БЛАГОЕВГРАД,ЯКОРУДА,С. СМОЛЕВО,552,514
81850,БЛАГОЕВГРАД,ЯКОРУДА,С. ЧЕРНА МЕСТА,414,406
86101,БЛАГОЕВГРАД,ЯКОРУДА,С. ЮРУКОВО,1195,1158
00151,БУРГАС,АЙТОС,ГР. АЙТОС,24758,22391
23889,БУРГАС,АЙТОС,С. ДРЯНКОВЕЦ,202,211
30805,БУРГАС,АЙТОС,С. ЗЕТЬОВО,320,251
36227,БУРГАС,АЙТОС,С. КАРАГЕОРГИЕВО,1781,1382
36381,БУРГАС,АЙТОС,С. КАРАНОВО,906,916
44817,БУРГАС,АЙТОС,С. ЛЯСКОВО,75,143
46440,БУРГАС,АЙТОС,С. МАЛКА ПОЛЯНА,674,405
49477,БУРГАС,АЙТОС,С. МЪГЛЕН,1620,1305
56321,БУРГАС,АЙТОС,С. ПЕЩЕРСКО,990,704
56438,БУРГАС,АЙТОС,С. ПИРНЕ,598,802
57426,БУРГАС,АЙТОС,С. ПОЛЯНОВО,492,376
62013,БУРГАС,АЙТОС,С. РАКЛИНОВО,153,146
70473,БУРГАС,АЙТОС,С. СЪДИЕВО,295,368
72727,БУРГАС,АЙТОС,С. ТОПОЛИЦА,1055,949
80813,БУРГАС,АЙТОС,С. ЧЕРНА МОГИЛА,494,370
81102,БУРГАС,АЙТОС,С. ЧЕРНОГРАД,663,586
81640,БУРГАС,АЙТОС,С. ЧУКАРКА,771,680
07079,БУРГАС,БУРГАС,ГР. БУРГАС,226977,213868
07332,БУРГАС,БУРГАС,ГР. БЪЛГАРОВО,1954,1931
06152,БУРГАС,БУРГАС,С. БРАТОВО,97,121
06776,БУРГАС,БУРГАС,С. БРЯСТОВЕЦ,223,330
21141,БУРГАС,БУРГАС,С. ДИМЧЕВО,140,174
23090,БУРГАС,БУРГАС,С. ДРАГАНОВО,514,440
32367,БУРГАС,БУРГАС,С. ИЗВОР,432,608
32425,БУРГАС,БУРГАС,С. ИЗВОРИЩЕ,456,437
47202,БУРГАС,БУРГАС,С. МАРИНКА,1063,1174
48409,БУРГАС,БУРГАС,С. МИРОЛЮБОВО,78,91
61145,БУРГАС,БУРГАС,С. РАВНЕЦ,1601,1647
72151,БУРГАС,БУРГАС,С. ТВЪРДИЦА,433,446
17974,БУРГАС,СРЕДЕЦ,ГР. СРЕДЕЦ,9274,8911
03349,БУРГАС,СРЕДЕЦ,С. БЕЛЕВРЕН,10,16
03455,БУРГАС,СРЕДЕЦ,С. БЕЛИЛА,9,50
04176,БУРГАС,СРЕДЕЦ,С. БИСТРЕЦ,40,147
04621,БУРГАС,СРЕДЕЦ,С. БОГДАНОВО,27,63
10166,БУРГАС,СРЕДЕЦ,С. ВАРОВНИК,5,14
72059,БУРГАС,СРЕДЕЦ,С. ВЪЛЧАНОВО,17,125
15816,БУРГАС,СРЕДЕЦ,С. ГОЛЯМО БУКОВО,28,111
17035,БУРГАС,СРЕДЕЦ,С. ГОРНО ЯБЪЛКОВО,8,36
17720,БУРГАС,СРЕДЕЦ,С. ГРАНИТЕЦ,11,14
17779,БУРГАС,СРЕДЕЦ,С. ГРАНИЧАР,2,20
