ekatte,region,municipality,settlement,permanent_2018,current_2018
47370,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. МАРУЛЕВО,546,85
49179,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. МОЩАНЕЦ,27,49
53031,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. ОБЕЛ,40,31
55107,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. ПАДЕШ,550,557
57159,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. ПОКРОВНИК,3259,910
62699,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. РИЛЦИ,5371,812
66055,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. СЕЛИЩЕ,266,306
78464,БЛАГОЕВГРАД,БЛАГОЕВГРАД,С. ЦЕРОВО,734,706
17395,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,ГР. ГОЦЕ ДЕЛЧЕВ,22099,20066
02600,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,С. БАНИЧАН,594,560
05606,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,С. БОРОВО,1166,1006
06306,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,С. БРЕЗНИЦА,3857,3430
07003,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,С. БУКОВО,1109,962
17347,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,С. ГОСПОДИНЦИ,519,498
20585,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,С. ДЕЛЧЕВО,45,39
21680,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,С. ДОБРОТИНО,28,33
38666,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,С. КОРНИЦА,2345,1642
44416,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,С. ЛЪЖНИЦА,2045,1614
49432,БЛАГОЕВГРАД,ГОЦЕ ДЕЛЧЕВ,С. МОСОМИЩЕ,2166,2104
02381,БЛАГОЕВГРАД,ГЪРМЕН,С. БАЛДЕВО,184,177
16763,БЛАГОЕВГРАД,ГЪРМЕН,С. ГОРНО ДРЯНОВО,1083,1018
18366,БЛАГОЕВГРАД,ГЪРМЕН,С. ГЪРМЕН,2158,1881
20331,БЛАГОЕВГРАД,ГЪРМЕН,С. ДЕБРЕН,2591,2364
22616,БЛАГОЕВГРАД,ГЪРМЕН,С. ДОЛНО ДРЯНОВО,1338,1259
24267,БЛАГОЕВГРАД,ГЪРМЕН,С. ДЪБНИЦА,2320,1873
37472,БЛАГОЕВГРАД,ГЪРМЕН,С. КОВАЧЕВИЦА,47,38
40138,БЛАГОЕВГРАД,ГЪРМЕН,С. КРУШЕВО,271,238
43606,БЛАГОЕВГРАД,ГЪРМЕН,С. ЛЕЩЕН,5,7
47408,БЛАГОЕВГРАД,ГЪРМЕН,С. МАРЧЕВО,140,177
53326,БЛАГОЕВГРАД,ГЪРМЕН,С. ОГНЯНОВО,1702,1522
53727,БЛАГОЕВГРАД,ГЪРМЕН,С. ОРЕШЕ,226,220
54184,БЛАГОЕВГРАД,ГЪРМЕН,С. ОСИКОВО,568,512
62640,БЛАГОЕВГРАД,ГЪРМЕН,С. РИБНОВО,3093,2699
66874,БЛАГОЕВГРАД,ГЪРМЕН,С. СКРЕБАТНО,274,241
77222,БЛАГОЕВГРАД,ГЪРМЕН,С. ХВОСТЯНЕ,1371,701
39699,БЛАГОЕВГРАД,КРЕСНА,ГР. КРЕСНА,3584,3505
11569,БЛАГОЕВГРАД,КРЕСНА,С. ВЛАХИ,5,11
16136,БЛАГОЕВГРАД,КРЕСНА,С. ГОРНА БРЕЗНИЦА,479,542
22068,БЛАГОЕВГРАД,КРЕСНА,С. ДОЛНА ГРАДЕШНИЦА,600,615
54537,БЛАГОЕВГРАД,КРЕСНА,С. ОЩАВА,55,65
67369,БЛАГОЕВГРАД,КРЕСНА,С. СЛИВНИЦА,586,609
56126,БЛАГОЕВГРАД,ПЕТРИЧ,ГР. ПЕТРИЧ,40475,30080
02806,БЛАГОЕВГРАД,ПЕТРИЧ,С. БАСКАЛЦИ,63,54
03294,БЛАГОЕВГРАД,ПЕТРИЧ,С. БЕЛАСИЦА,1161,1002
66322,БЛАГОЕВГРАД,ПЕТРИЧ,С. БОГОРОДИЦА,39,13
05596,БЛАГОЕВГРАД,ПЕТРИЧ,С. БОРОВИЧЕНЕ,47,49
11358,БЛАГОЕВГРАД,ПЕТРИЧ,С. ВИШЛЕНЕ,47,46
12036,БЛАГОЕВГРАД,ПЕТРИЧ,С. ВОЛНО,49,11
14091,БЛАГОЕВГРАД,ПЕТРИЧ,С. ГАБРЕНЕ,960,749
14581,БЛАГОЕВГРАД,ПЕТРИЧ,С. ГЕГА,231,237
58390,БЛАГОЕВГРАД,ПЕТРИЧ,С. ГЕНЕРАЛ ТОДОРОВ,685,626
17302,БЛАГОЕВГРАД,ПЕТРИЧ,С. ГОРЧЕВО,2,3
21885,БЛАГОЕВГРАД,ПЕТРИЧ,С. ДОЛЕНЕ,15,17
22143,БЛАГОЕВГРАД,ПЕТРИЧ,С. ДОЛНА КРУШИЦА,172,168
22246,БЛАГОЕВГРАД,ПЕТРИЧ,С. ДОЛНА РИБНИЦА,401,321
22842,БЛАГОЕВГРАД,ПЕТРИЧ,С. ДОЛНО СПАНЧЕВО,84,90
23488,БЛАГОЕВГРАД,ПЕТРИЧ,С. ДРАГУШ,35,42
23563,БЛАГОЕВГРАД,ПЕТРИЧ,С. ДРАНГОВО,538,487
23683,БЛАГОЕВГРАД,ПЕТРИЧ,С. ДРЕНОВИЦА,14,13
23697,БЛАГОЕВГРАД,ПЕТРИЧ,С. ДРЕНОВО,80,86
31317,БЛАГОЕВГРАД,ПЕТРИЧ,С. ЗОЙЧЕНЕ,44,43
32086,БЛАГОЕВГРАД,ПЕТРИЧ,С. ИВАНОВО,3,6
35081,БЛАГОЕВГРАД,ПЕТРИЧ,С. КАВРАКИРОВО,1667,1618
35688,БЛАГОЕВГРАД,ПЕТРИЧ,С. КАМЕНА,310,264
36083,БЛАГОЕВГРАД,ПЕТРИЧ,С. КАПАТОВО,146,186
37143,БЛАГОЕВГРАД,ПЕТРИЧ,С. КЛАДЕНЦИ,33,34
37349,БЛАГОЕВГРАД,ПЕТРИЧ,С. КЛЮЧ,1008,811
37989,БЛАГОЕВГРАД,ПЕТРИЧ,С. КОЛАРОВО,2057,1868
39935,БЛАГОЕВГРАД,ПЕТРИЧ,С. КРОМИДОВО,100,123
40302,БЛАГОЕВГРАД,ПЕТРИЧ,С. КРЪНДЖИЛИЦА,6,6
40508,БЛАГОЕВГРАД,ПЕТРИЧ,С. КУКУРАХЦЕВО,46,44
40539,БЛАГОЕВГРАД,ПЕТРИЧ,С. КУЛАТА,792,761
40912,БЛАГОЕВГРАД,ПЕТРИЧ,С. КЪРНАЛОВО,1772,1632
47189,БЛАГОЕВГРАД,ПЕТРИЧ,С. МАРИКОСТИНОВО,1256,1214
47247,БЛАГОЕВГРАД,ПЕТРИЧ,С. МАРИНО ПОЛЕ,311,262
47799,БЛАГОЕВГРАД,ПЕТРИЧ,С. МЕНДОВО,105,86
48458,БЛАГОЕВГРАД,ПЕТРИЧ,С. МИТИНО,421,327
48578,БЛАГОЕВГРАД,ПЕТРИЧ,С. МИХНЕВО,1074,994
52091,БЛАГОЕВГРАД,ПЕТРИЧ,С. НОВО КОНОМЛАДИ,127,129
58061,БЛАГОЕВГРАД,ПЕТРИЧ,С. ПРАВО БЪРДО,49,50
59077,БЛАГОЕВГРАД,ПЕТРИЧ,С. ПЪРВОМАЙ,3713,3342
62623,БЛАГОЕВГРАД,ПЕТРИЧ,С. РИБНИК,136,136
49312,БЛАГОЕВГРАД,ПЕТРИЧ,С. РУПИТЕ,1073,1043
63542,БЛАГОЕВГРАД,ПЕТРИЧ,С. РЪЖДАК,255,270
65293,БЛАГОЕВГРАД,ПЕТРИЧ,С. САМУИЛОВО,894,864
66901,БЛАГОЕВГРАД,ПЕТРИЧ,С. СКРЪТ,1426,971
69119,БЛАГОЕВГРАД,ПЕТРИЧ,С. СТАРЧЕВО,544,544
69941,БЛАГОЕВГРАД,ПЕТРИЧ,С. СТРУМЕШНИЦА,387,312
72672,БЛАГОЕВГРАД,ПЕТРИЧ,С. ТОНСКО ДАБЕ,2,3
72744,БЛАГОЕВГРАД,ПЕТРИЧ,С. ТОПОЛНИЦА,727,670
81788,БЛАГОЕВГРАД,ПЕТРИЧ,С. ЧУРИЛОВО,38,34
81791,БЛАГОЕВГРАД,ПЕТРИЧ,С. ЧУРИЧЕНИ,147,133
81832,БЛАГОЕВГРАД,ПЕТРИЧ,С. ЧУЧУЛИГОВО,179,183
87134,БЛАГОЕВГРАД,ПЕТРИЧ,С. ЯВОРНИЦА,1013,822
87312,БЛАГОЕВГРАД,ПЕТРИЧ,С. ЯКОВО,59,77
61813,БЛАГОЕВГРАД,РАЗЛОГ,ГР. РАЗЛОГ,13235,12565
02693,БЛАГОЕВГРАД,РАЗЛОГ,С. БАНЯ,2954,2910
02960,БЛАГОЕВГРАД,РАЗЛОГ,С. БАЧЕВО,1612,1573
15326,БЛАГОЕВГРАД,РАЗЛОГ,С. ГОДЛЕВО,509,480
16754,БЛАГОЕВГРАД,РАЗЛОГ,С. ГОРНО ДРАГЛИЩЕ,894,862
21748,БЛАГОЕВГРАД,РАЗЛОГ,С. ДОБЪРСКО,594,561
22602,БЛАГОЕВГРАД,РАЗЛОГ,С. ДОЛНО ДРАГЛИЩЕ,612,665
27293,БЛАГОЕВГРАД,РАЗЛОГ,С. ЕЛЕШНИЦА,1369,1305
47754,БЛАГОЕВГРАД,САНДАНСКИ,ГР. МЕЛНИК,197,274
65334,БЛАГОЕВГРАД,САНДАНСКИ,ГР. САНДАНСКИ,30761,27524
03335,БЛАГОЕВГРАД,САНДАНСКИ,С. БЕЛЕВЕХЧЕВО,0,10
03784,БЛАГОЕВГРАД,САНДАНСКИ,С. БЕЛЬОВО,3,1
04933,БЛАГОЕВГРАД,САНДАНСКИ,С. БОЖДОВО,2,8
11168,БЛАГОЕВГРАД,САНДАНСКИ,С. ВИНОГРАДИ,49,45
11315,БЛАГОЕВГРАД,САНДАНСКИ,С. ВИХРЕН,3,2
12200,БЛАГОЕВГРАД,САНДАНСКИ,С. ВРАНЯ,101,123
12471,БЛАГОЕВГРАД,САНДАНСКИ,С. ВЪЛКОВО,427,405
15549,БЛАГОЕВГРАД,САНДАНСКИ,С. ГОЛЕМ ЦАЛИМ,9,16
15583,БЛАГОЕВГРАД,САНДАНСКИ,С. ГОЛЕШОВО,29,33
16403,БЛАГОЕВГРАД,САНДАНСКИ,С. ГОРНА СУШИЦА,21,21
16969,БЛАГОЕВГРАД,САНДАНСКИ,С. ГОРНО СПАНЧЕВО,76,72
20105,БЛАГОЕВГРАД,САНДАНСКИ,С. ДАМЯНИЦА,1295,1302
20345,БЛАГОЕВГРАД,САНДАНСКИ,С. ДЕБРЕНЕ,31,40
20780,БЛАГОЕВГРАД,САНДАНСКИ,С. ДЖИГУРОВО,716,708
21909,БЛАГОЕВГРАД,САНДАНСКИ,С. ДОЛЕНИ,4,5
31139,БЛАГОЕВГРАД,САНДАНСКИ,С. ЗЛАТОЛИСТ,11,10
20910,БЛАГОЕВГРАД,САНДАНСКИ,С. ЗОРНИЦА,74,85
35362,БЛАГОЕВГРАД,САНДАНСКИ,С. КАЛИМАНЦИ,179,165
36693,БЛАГОЕВГРАД,САНДАНСКИ,С. КАТУНЦИ,1254,1175
36734,БЛАГОЕВГРАД,САНДАНСКИ,С. КАШИНА,4,10
37486,БЛАГОЕВГРАД,САНДАНСКИ,С. КОВАЧЕВО,10,24
40378,БЛАГОЕВГРАД,САНДАНСКИ,С. КРЪСТИЛЦИ,9,13
40926,БЛАГОЕВГРАД,САНДАНСКИ,С. КЪРЛАНОВО,42,37
43030,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛАДАРЕВО,21,30
43150,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛАСКАРЕВО,169,147
43181,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛЕБНИЦА,399,386
43243,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛЕВУНОВО,603,630
43503,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛЕХОВО,4,3
43565,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛЕШНИЦА,786,657
43699,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛИЛЯНОВО,258,221
44121,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛОЗЕНИЦА,68,66
44625,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛЮБОВИЩЕ,13,18
44639,БЛАГОЕВГРАД,САНДАНСКИ,С. ЛЮБОВКА,27,32
46526,БЛАГОЕВГРАД,САНДАНСКИ,С. МАЛКИ ЦАЛИМ,4,5
52074,БЛАГОЕВГРАД,САНДАНСКИ,С. НОВО ДЕЛЧЕВО,1117,1042
52307,БЛАГОЕВГРАД,САНДАНСКИ,С. НОВО ХОДЖОВО,49,45
56174,БЛАГОЕВГРАД,САНДАНСКИ,С. ПЕТРОВО,474,478
56352,БЛАГОЕВГРАД,САНДАНСКИ,С. ПИПЕРИЦА,12,11
56410,БЛАГОЕВГРАД,САНДАНСКИ,С. ПИРИН,171,148
56839,БЛАГОЕВГРАД,САНДАНСКИ,С. ПЛОСКИ,572,635
57176,БЛАГОЕВГРАД,САНДАНСКИ,С. ПОЛЕНИЦА,1285,1199
62918,БЛАГОЕВГРАД,САНДАНСКИ,С. РОЖЕН,10,12
66785,БЛАГОЕВГРАД,САНДАНСКИ,С. СКЛАВЕ,1417,1414
68223,БЛАГОЕВГРАД,САНДАНСКИ,С. СПАТОВО,86,106
69290,БЛАГОЕВГРАД,САНДАНСКИ,С. СТОЖА,34,69
69938,БЛАГОЕВГРАД,САНДАНСКИ,С. СТРУМА,589,548
70189,БЛАГОЕВГРАД,САНДАНСКИ,С. СУГАРЕВО,16,17
77361,БЛАГОЕВГРАД,САНДАНСКИ,С. ХОТОВО,90,110
77414,БЛАГОЕВГРАД,САНДАНСКИ,С. ХРАСНА,0,8
77565,БЛАГОЕВГРАД,САНДАНСКИ,С. ХЪРСОВО,189,193
80618,БЛАГОЕВГРАД,САНДАНСКИ,С. ЧЕРЕШНИЦА,31,35
87446,БЛАГОЕВГРАД,САНДАНСКИ,С. ЯНОВО,133,120
04707,БЛАГОЕВГРАД,САТОВЧА,С. БОГОЛИН,470,424
10046,БЛАГОЕВГРАД,САТОВЧА,С. ВАКЛИНОВО,1279,1042
12499,БЛАГОЕВГРАД,САТОВЧА,С. ВЪЛКОСЕЛ,2779,2360
15312,БЛАГОЕВГРАД,САТОВЧА,С. ГОДЕШЕВО,951,800
21868,БЛАГОЕВГРАД,САТОВЧА,С. ДОЛЕН,383,364
29372,БЛАГОЕВГРАД,САТОВЧА,С. ЖИЖЕВО,359,356
39089,БЛАГОЕВГРАД,САТОВЧА,С. КОЧАН,3441,2722
39726,БЛАГОЕВГРАД,САТОВЧА,С. КРИБУЛ,407,350
54225,БЛАГОЕВГРАД,САТОВЧА,С. ОСИНА,621,550
56740,БЛАГОЕВГРАД,САТОВЧА,С. ПЛЕТЕНА,1994,1732
65440,БЛАГОЕВГРАД,САТОВЧА,С. САТОВЧА,2448,1914
67270,БЛАГОЕВГРАД,САТОВЧА,С. СЛАЩЕН,2324,1838
73519,БЛАГОЕВГРАД,САТОВЧА,С. ТУХОВИЩА,879,789
76203,БЛАГОЕВГРАД,САТОВЧА,С. ФЪРГОВО,475,463
66460,БЛАГОЕВГРАД,СИМИТЛИ,ГР. СИМИТЛИ,7413,7103
06238,БЛАГОЕВГРАД,СИМИТЛИ,С. БРЕЖАНИ,773,737
06522,БЛАГОЕВГРАД,СИМИТЛИ,С. БРЕСТОВО,8,13
16870,БЛАГОЕВГРАД,СИМИТЛИ,С. ГОРНО ОСЕНОВО,5,4
17405,БЛАГОЕВГРАД,СИМИТЛИ,С. ГРАДЕВО,148,187
21837,БЛАГОЕВГРАД,СИМИТЛИ,С. ДОКАТИЧЕВО,2,2
22753,БЛАГОЕВГРАД,СИМИТЛИ,С. ДОЛНО ОСЕНОВО,1603,1524
29146,БЛАГОЕВГРАД,СИМИТЛИ,С. ЖЕЛЕЗНИЦА,292,287
40052,БЛАГОЕВГРАД,СИМИТЛИ,С. КРУПНИК,2232,2122
48012,БЛАГОЕВГРАД,СИМИТЛИ,С. МЕЧКУЛ,14,38
57162,БЛАГОЕВГРАД,СИМИТЛИ,С. ПОЛЕНА,728,690
57203,БЛАГОЕВГРАД,СИМИТЛИ,С. ПОЛЕТО,664,640
61978,БЛАГОЕВГРАД,СИМИТЛИ,С. РАКИТНА,91,105
66247,БЛАГОЕВГРАД,СИМИТЛИ,С. СЕНОКОС,30,38
70370,БЛАГОЕВГРАД,СИМИТЛИ,С. СУХОСТРЕЛ,1,8
71831,БЛАГОЕВГРАД,СИМИТЛИ,С. СУШИЦА,39,51
73184,БЛАГОЕВГРАД,СИМИТЛИ,С. ТРОСКОВО,4,11
81013,БЛАГОЕВГРАД,СИМИТЛИ,С. ЧЕРНИЧЕ,1114,1037
10608,БЛАГОЕВГРАД,СТРУМЯНИ,С. ВЕЛЮЩЕЦ,2,2
12142,БЛАГОЕВГРАД,СТРУМЯНИ,С. ВРАКУПОВИЦА,15,9
16033,БЛАГОЕВГРАД,СТРУМЯНИ,С. ГОРЕМЕ,63,63
16273,БЛАГОЕВГРАД,СТРУМЯНИ,С. ГОРНА КРУШИЦА,41,56
16362,БЛАГОЕВГРАД,СТРУМЯНИ,С. ГОРНА РИБНИЦА,3,4
21467,БЛАГОЕВГРАД,СТРУМЯНИ,С. ДОБРИ ЛАКИ,148,128
23532,БЛАГОЕВГРАД,СТРУМЯНИ,С. ДРАКАТА,154,144
32322,БЛАГОЕВГРАД,СТРУМЯНИ,С. ИГРАЛИЩЕ,272,226
32665,БЛАГОЕВГРАД,СТРУМЯНИ,С. ИЛИНДЕНЦИ,807,782
35818,БЛАГОЕВГРАД,СТРУМЯНИ,С. КАМЕНИЦА,95,101
37191,БЛАГОЕВГРАД,СТРУМЯНИ,С. КЛЕПАЛО,30,27
38056,БЛАГОЕВГРАД,СТРУМЯНИ,С. КОЛИБИТЕ,3,4
40957,БЛАГОЕВГРАД,СТРУМЯНИ,С. КЪРПЕЛЕВО,32,26
47473,БЛАГОЕВГРАД,СТРУМЯНИ,С. МАХАЛАТА,30,33
49686,БЛАГОЕВГРАД,СТРУМЯНИ,С. МИКРЕВО,2425,2386
51737,БЛАГОЕВГРАД,СТРУМЯНИ,С. НИКУДИН,72,81
55227,БЛАГОЕВГРАД,СТРУМЯНИ,С. ПАЛАТ,28,26
61772,БЛАГОЕВГРАД,СТРУМЯНИ,С. РАЗДОЛ,185,182
65930,БЛАГОЕВГРАД,СТРУМЯНИ,С. СЕДЕЛЕЦ,21,21
69969,БЛАГОЕВГРАД,СТРУМЯНИ,С. СТРУМЯНИ,883,858
78046,БЛАГОЕВГРАД,СТРУМЯНИ,С. ЦАПАРЕВО,132,127
77058,БЛАГОЕВГРАД,ХАДЖИДИМОВО,ГР. ХАДЖИДИМОВО,2858,2648
00014,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. АБЛАНИЦА,2898,2648
03976,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. БЕСЛЕН,730,696
04399,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. БЛАТСКА,847,652
14341,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ГАЙТАНИНОВО,46,58
32648,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ИЛИНДЕН,77,118
38532,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. КОПРИВЛЕН,1313,1328
44464,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ЛЪКИ,35,54
51860,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. НОВА ЛОВЧА,49,52
52101,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. НОВО ЛЕСКИ,415,377
55467,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ПАРИЛ,4,7
56109,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ПЕТРЕЛИК,158,146
65108,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. САДОВО,406,392
72268,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ТЕПЛЕН,492,471
72374,БЛАГОЕВГРАД,ХАДЖИДИМОВО,С. ТЕШОВО,148,135
87338,БЛАГОЕВГРАД,ЯКОРУДА,ГР. ЯКОРУДА,5850,5364
00059,БЛАГОЕВГРАД,ЯКОРУДА,С. АВРАМОВО,733,679
03561,БЛАГОЕВГРАД,ЯКОРУДА,С. БЕЛ КАМЕН,574,533
07822,БЛАГОЕВГРАД,ЯКОРУДА,С. БУНЦЕВО,525,536
38220,БЛАГОЕВГРАД,ЯКОРУДА,С. КОНАРСКО,956,882
32603,БЛАГОЕВГРАД,ЯКОРУДА,С. СМОЛЕВО,549,524
81850,БЛАГОЕВГРАД,ЯКОРУДА,С. ЧЕРНА МЕСТА,414,404
86101,БЛАГОЕВГРАД,ЯКОРУДА,С. ЮРУКОВО,1198,1167
00151,БУРГАС,АЙТОС,ГР. АЙТОС,24671,22431
23889,БУРГАС,АЙТОС,С. ДРЯНКОВЕЦ,202,205
30805,БУРГАС,АЙТОС,С. ЗЕТЬОВО,319,249
36227,БУРГАС,АЙТОС,С. КАРАГЕОРГИЕВО,1777,1388
36381,БУРГАС,АЙТОС,С. КАРАНОВО,912,847
44817,БУРГАС,АЙТОС,С. ЛЯСКОВО,78,143
46440,БУРГАС,АЙТОС,С. МАЛКА ПОЛЯНА,679,405
49477,БУРГАС,АЙТОС,С. МЪГЛЕН,1615,1319
56321,БУРГАС,АЙТОС,С. ПЕЩЕРСКО,992,719
56438,БУРГАС,АЙТОС,С. ПИРНЕ,599,817
57426,БУРГАС,АЙТОС,С. ПОЛЯНОВО,499,387
62013,БУРГАС,АЙТОС,С. РАКЛИНОВО,157,151
70473,БУРГАС,АЙТОС,С. СЪДИЕВО,290,355
72727,БУРГАС,АЙТОС,С. ТОПОЛИЦА,1070,964
80813,БУРГАС,АЙТОС,С. ЧЕРНА МОГИЛА,495,371
81102,БУРГАС,АЙТОС,С. ЧЕРНОГРАД,663,593
81640,БУРГАС,АЙТОС,С. ЧУКАРКА,764,677
07079,БУРГАС,БУРГАС,ГР. БУРГАС,226693,212898
07332,БУРГАС,БУРГАС,ГР. БЪЛГАРОВО,1973,1924
06152,БУРГАС,БУРГАС,С. БРАТОВО,101,132
06776,БУРГАС,БУРГАС,С. БРЯСТОВЕЦ,222,334
21141,БУРГАС,БУРГАС,С. ДИМЧЕВО,139,171
23090,БУРГАС,БУРГАС,С. ДРАГАНОВО,506,429
32367,БУРГАС,БУРГАС,С. ИЗВОР,439,625
32425,БУРГАС,БУРГАС,С. ИЗВОРИЩЕ,458,437
47202,БУРГАС,БУРГАС,С. МАРИНКА,1054,1177
48409,БУРГАС,БУРГАС,С. МИРОЛЮБОВО,79,88
61145,БУРГАС,БУРГАС,С. РАВНЕЦ,1582,1618
72151,БУРГАС,БУРГАС,С. ТВЪРДИЦА,430,449
17974,БУРГАС,СРЕДЕЦ,ГР. СРЕДЕЦ,9365,9013
03349,БУРГАС,СРЕДЕЦ,С. БЕЛЕВРЕН,10,18
03455,БУРГАС,СРЕДЕЦ,С. БЕЛИЛА,9,44
04176,БУРГАС,СРЕДЕЦ,С. БИСТРЕЦ,39,142
04621,БУРГАС,СРЕДЕЦ,С. БОГДАНОВО,31,65
10166,БУРГАС,СРЕДЕЦ,С. ВАРОВНИК,5,13
72059,БУРГАС,СРЕДЕЦ,С. ВЪЛЧАНОВО,23,126
15816,БУРГАС,СРЕДЕЦ,С. ГОЛЯМО БУКОВО,35,142
17035,БУРГАС,СРЕДЕЦ,С. ГОРНО ЯБЪЛКОВО,10,35
17720,БУРГАС,СРЕДЕЦ,С. ГРАНИТЕЦ,12,17
17779,БУРГАС,СРЕДЕЦ,С. ГРАНИЧАР,2,25
